"id","relid","year","type_of_violence","conflict_dset_id","conflict_new_id","conflict_name","dyad_dset_id","dyad_new_id","dyad_name","side_a_dset_id","side_a_new_id","side_a","side_b_dset_id","side_b_new_id","side_b","where_prec","where_coordinates","where_description","latitude","longitude","event_clarity","date_prec","date_start","date_end","deaths_a","deaths_b","deaths_civilians","deaths_unknown","best","high","low","geometry","event_length"
393812,"BOS-1992-1-835-2040",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-14,1992-09-14,4,0,1,0,5,5,5,c(19.0025, 43.800833),1
393820,"BOS-1992-1-835-2041",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-15,1992-09-15,5,0,0,0,5,5,5,c(19.0025, 43.800833),1
392430,"BOS-1992-1-835-1869",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde",43.666944,18.976389,1,1,1992-09-15,1992-09-15,5,0,0,0,5,5,5,c(18.976389, 43.666944),1
387997,"BOS-1992-1-835-1428",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Pale town","Pale",43.484282,18.341596,1,1,1992-09-15,1992-09-15,0,0,1,0,1,1,1,c(18.341596, 43.484282),1
388000,"BOS-1992-1-835-1429",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-15,1992-09-15,0,1,0,0,1,1,1,c(19.101389, 44.386944),1
384319,"BOS-1992-1-835-1029",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bosanska Krupa town","Bosanska Krupa",44.8825,16.151389,1,1,1992-09-15,1992-09-15,0,1,0,0,1,1,1,c(16.151389, 44.8825),1
384321,"BOS-1992-1-835-1030",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bihac town","Bihac",44.816944,15.870833,1,1,1992-09-15,1992-09-15,18,3,0,0,21,21,21,c(15.870833, 44.816944),1
378446,"BOS-1992-1-835-536",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Doboj town","Doboj",44.734722,18.087778,1,1,1992-09-15,1992-09-15,2,0,0,0,2,2,2,c(18.087778, 44.734722),1
390245,"BOS-1992-1-835-1665",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-15,1992-09-15,2,0,1,0,3,3,3,c(19.296944, 44.106389),1
381900,"BOS-1992-1-835-783",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Travnik town","Travnik",44.226667,17.670556,1,1,1992-09-15,1992-09-15,1,0,0,0,1,1,1,c(17.670556, 44.226667),1
380486,"BOS-1992-1-835-703",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Jajce town","Jajce",44.342222,17.265556,1,1,1992-09-15,1992-09-15,0,0,1,0,1,1,1,c(17.265556, 44.342222),1
200392,"BOS-1992-1-292-204",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo city",43.85,18.383333,2,2,1992-09-15,1992-09-16,0,0,0,18,18,18,18,c(18.383333, 43.85),2
375536,"BOS-1992-1-835-489",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Brcko town","Brcko",44.872778,18.808333,1,1,1992-09-15,1992-09-15,3,5,0,0,8,8,8,c(18.808333, 44.872778),1
378748,"BOS-1992-1-835-597",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Tesanj town","Tesanj",44.611667,17.987222,1,1,1992-09-16,1992-09-16,1,0,0,0,1,1,1,c(17.987222, 44.611667),1
374968,"BOS-1992-1-835-410",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gradacac town","Gradacac",44.880833,18.426944,1,1,1992-09-16,1992-09-16,1,1,0,0,2,2,2,c(18.426944, 44.880833),1
199777,"BOS-1992-1-292-205",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bihac town","Bihac town",44.816944,15.870833,1,1,1992-09-16,1992-09-16,3,1,20,0,24,24,24,c(15.870833, 44.816944),1
199827,"BOS-1992-1-292-207",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bosanski Brod town","Bosanski Brod, Bosnian-Croatian broder",45.1375,17.989722,1,1,1992-09-16,1992-09-16,0,0,3,0,3,3,3,c(17.989722, 45.1375),1
200135,"BOS-1992-1-292-206",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Jajce town","Jajce town",44.342222,17.265556,1,1,1992-09-16,1992-09-16,0,0,20,0,20,20,20,c(17.265556, 44.342222),1
200018,"BOS-1992-1-292-208",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde town",43.666944,18.976389,1,1,1992-09-16,1992-09-16,8,0,5,0,13,13,13,c(18.976389, 43.666944),1
381901,"BOS-1992-1-835-784",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Travnik town","Travnik",44.226667,17.670556,1,1,1992-09-16,1992-09-16,0,0,1,0,1,1,1,c(17.670556, 44.226667),1
390242,"BOS-1992-1-835-1664",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-16,1992-09-16,2,0,1,0,3,3,3,c(19.296944, 44.106389),1
397144,"BOS-1992-1-835-2159",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo Centar
Sarajevo city",43.85,18.383333,1,1,1992-09-16,1992-09-16,0,0,1,0,1,1,1,c(18.383333, 43.85),1
384322,"BOS-1992-1-835-1031",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Cazin town","Cazin",44.966944,15.943056,1,1,1992-09-16,1992-09-16,0,0,7,0,7,7,7,c(15.943056, 44.966944),1
384324,"BOS-1992-1-835-1032",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bosanska Krupa town","Bosanska Krupa",44.8825,16.151389,1,1,1992-09-16,1992-09-16,0,0,1,0,1,1,1,c(16.151389, 44.8825),1
388003,"BOS-1992-1-835-1430",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-16,1992-09-16,1,1,1,0,3,3,3,c(19.101389, 44.386944),1
388007,"BOS-1992-1-835-1431",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Kalesija town","Kalesija",44.437222,18.908056,1,1,1992-09-16,1992-09-16,3,1,0,0,4,4,4,c(18.908056, 44.437222),1
393822,"BOS-1992-1-835-2042",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-16,1992-09-16,1,0,1,0,2,2,2,c(19.0025, 43.800833),1
392522,"BOS-1992-1-835-1906",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde",43.666944,18.976389,1,1,1992-09-16,1992-09-16,2,0,0,0,2,2,2,c(18.976389, 43.666944),1
393825,"BOS-1992-1-835-2043",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-17,1992-09-17,2,0,0,0,2,2,2,c(19.0025, 43.800833),1
388015,"BOS-1992-1-835-1432",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-17,1992-09-17,2,3,5,0,10,10,10,c(19.101389, 44.386944),1
392431,"BOS-1992-1-835-1870",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde",43.666944,18.976389,1,1,1992-09-17,1992-09-17,6,2,1,0,9,9,9,c(18.976389, 43.666944),1
381902,"BOS-1992-1-835-785",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Travnik town","Travnik",44.226667,17.670556,1,1,1992-09-17,1992-09-17,0,1,0,0,1,1,1,c(17.670556, 44.226667),1
200393,"BOS-1992-1-292-210",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo city",43.85,18.383333,1,1,1992-09-17,1992-09-17,1,1,0,25,27,27,25,c(18.383333, 43.85),1
200227,"BOS-1992-1-292-211",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Mostar town","Mostar town",43.343333,17.808056,1,1,1992-09-17,1992-09-17,8,0,0,0,8,8,8,c(17.808056, 43.343333),1
200745,"BOS-1992-1-292-209",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Stup (Sarajevo)",43.85,18.383333,1,1,1992-09-17,1992-09-17,30,0,0,0,30,30,30,c(18.383333, 43.85),1
378750,"BOS-1992-1-835-598",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Tesanj town","Tesanj",44.611667,17.987222,1,1,1992-09-17,1992-09-17,1,0,0,0,1,1,1,c(17.987222, 44.611667),1
374970,"BOS-1992-1-835-411",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gradacac town","Gradacac",44.880833,18.426944,1,1,1992-09-18,1992-09-18,3,0,0,0,3,3,3,c(18.426944, 44.880833),1
381903,"BOS-1992-1-835-786",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Travnik town","Travnik",44.226667,17.670556,1,1,1992-09-18,1992-09-18,1,0,1,0,2,2,2,c(17.670556, 44.226667),1
397145,"BOS-1992-1-835-2160",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo Novi Grad
Sarajevo city",43.85,18.383333,1,1,1992-09-18,1992-09-18,0,1,0,0,1,1,1,c(18.383333, 43.85),1
390241,"BOS-1992-1-835-1663",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-18,1992-09-18,6,0,5,0,11,11,11,c(19.296944, 44.106389),1
392433,"BOS-1992-1-835-1871",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde",43.666944,18.976389,1,1,1992-09-18,1992-09-18,0,1,0,0,1,1,1,c(18.976389, 43.666944),1
388018,"BOS-1992-1-835-1433",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-18,1992-09-18,3,2,0,0,5,5,5,c(19.101389, 44.386944),1
403499,"BOS-1992-1-835-2348",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bratunac town","Bratunac",44.1859,19.3326,1,1,1992-09-18,1992-09-18,0,1,0,0,1,1,1,c(19.3326, 44.1859),1
378450,"BOS-1992-1-835-537",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Doboj town","Doboj",44.734722,18.087778,1,1,1992-09-18,1992-09-18,1,1,0,0,2,2,2,c(18.087778, 44.734722),1
393829,"BOS-1992-1-835-2045",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-19,1992-09-19,0,0,2,0,2,2,2,c(19.0025, 43.800833),1
388025,"BOS-1992-1-835-1434",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-19,1992-09-19,1,1,2,0,4,4,4,c(19.101389, 44.386944),1
390238,"BOS-1992-1-835-1662",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-19,1992-09-19,1,0,0,0,1,1,1,c(19.296944, 44.106389),1
398288,"BOS-1992-1-835-2229",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Mostar town","Mostar",43.343333,17.808056,1,1,1992-09-19,1992-09-19,1,1,1,0,3,3,3,c(17.808056, 43.343333),1
397146,"BOS-1992-1-835-2161",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo Centar and Novi Grad
Sarajevo city",43.85,18.383333,1,1,1992-09-19,1992-09-19,1,1,1,0,3,3,3,c(18.383333, 43.85),1
374971,"BOS-1992-1-835-412",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gradacac town","Gradacac",44.880833,18.426944,1,1,1992-09-19,1992-09-19,3,0,0,0,3,3,3,c(18.426944, 44.880833),1
375543,"BOS-1992-1-835-490",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Brcko town","Brcko",44.872778,18.808333,1,1,1992-09-19,1992-09-19,1,0,0,0,1,1,1,c(18.808333, 44.872778),1
199919,"BOS-1992-1-292-213",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Mostar town","Mostar town",43.343333,17.808056,1,1,1992-09-19,1992-09-19,0,0,1,1,2,2,2,c(17.808056, 43.343333),1
199875,"BOS-1992-1-292-214",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Brcko town","Brcko town",44.872778,18.808333,1,1,1992-09-20,1992-09-20,0,1,0,38,39,39,39,c(18.808333, 44.872778),1
397149,"BOS-1992-1-835-2162",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo Centar
Sarajevo city",43.85,18.383333,1,1,1992-09-20,1992-09-20,0,0,3,0,3,3,3,c(18.383333, 43.85),1
398291,"BOS-1992-1-835-2230",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Mostar town","Mostar",43.343333,17.808056,1,1,1992-09-20,1992-09-20,1,0,0,0,1,1,1,c(17.808056, 43.343333),1
390237,"BOS-1992-1-835-1661",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-20,1992-09-20,2,0,1,0,3,3,3,c(19.296944, 44.106389),1
389724,"BOS-1992-1-835-1559",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-20,1992-09-20,0,1,5,0,6,6,6,c(19.296944, 44.106389),1
388029,"BOS-1992-1-835-1435",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-20,1992-09-20,1,0,0,0,1,1,1,c(19.101389, 44.386944),1
392434,"BOS-1992-1-835-1872",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gorazde town","Gorazde",43.666944,18.976389,1,1,1992-09-20,1992-09-20,4,0,0,0,4,4,4,c(18.976389, 43.666944),1
393830,"BOS-1992-1-835-2046",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Rogatica town","Rogatica",43.800833,19.0025,1,1,1992-09-20,1992-09-20,1,2,0,0,3,3,3,c(19.0025, 43.800833),1
388031,"BOS-1992-1-835-1436",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Zvornik town","Zvornik",44.386944,19.101389,1,1,1992-09-21,1992-09-21,2,6,0,0,8,8,8,c(19.101389, 44.386944),1
390236,"BOS-1992-1-835-1660",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Srebrenica town","Srebrenica",44.106389,19.296944,1,1,1992-09-21,1992-09-21,3,1,1,0,5,5,5,c(19.296944, 44.106389),1
380494,"BOS-1992-1-835-704",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Jajce town","jajce",44.342222,17.265556,1,1,1992-09-21,1992-09-21,0,2,0,0,2,2,2,c(17.265556, 44.342222),1
374972,"BOS-1992-1-835-413",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Gradacac town","Gradacac",44.880833,18.426944,1,1,1992-09-21,1992-09-21,3,0,0,0,3,3,3,c(18.426944, 44.880833),1
199791,"BOS-1992-1-292-216",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Bihac town","Bihac town",44.816944,15.870833,1,1,1992-09-22,1992-09-22,17,3,3,0,23,23,23,c(15.870833, 44.816944),1
200394,"BOS-1992-1-292-217",1992,1,389,389,"Bosnia-Herzegovina: Serb",835,835,"Government of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina",50,50,"Government of Bosnia-Herzegovina",339,339,"Serbian Republic of Bosnia-Herzegovina",1,"Sarajevo city","Sarajevo city",43.85,18.383333,1,1,1992-09-22,1992-09-22,0,0,2,3,5,5,3,c(18.383333, 43.85),1
