"municipality","party","municipality_code","vote_count","total_municipal_votes","percent_vote"
"Bijeljina","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","029",7764,68714,0.112990074802806
"Bijeljina","SPD RS","029",193,68714,0.00280874348749891
"Bijeljina","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","029",19681,68714,0.286419070349565
"Bijeljina","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","029",14203,68714,0.206697325144803
"Bijeljina","SRPSKA RASELJENIČKA DEMOKRATSKA STRANKA REPUBLIKE SRPSKE (SRDSRS)","029",725,68714,0.0105509794219519
"Bijeljina","SRPSKA SELJAČKA STRANKA","029",432,68714,0.00628692842797683
"Bijeljina","SRPSKI DEMOKRATSKI SAVEZ RS","029",1090,68714,0.0158628518205897
"Bijeljina","SRPSKI OTADŽBINSKI FRONT (SOF)","029",81,68714,0.00117879908024566
"Bijeljina","STRANKA NEZAVISNIH SOCIJALDEMOKRATA","029",432,68714,0.00628692842797683
"Bijeljina","UDRUŽENA LJEVICA","029",495,68714,0.00720377215705679
"Bijeljina","UNIJA BOSANSKOHERCEGOVAČKIH SOCIJALDEMOKRATA UBSD","029",865,68714,0.0125884099310184
"Bijeljina","ĐORĐE PAJIĆ","029",108,68714,0.00157173210699421
"Bileća","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","180",892,7991,0.111625578776123
"Bileća","SNS RS","180",59,7991,0.00738330621949693
"Bileća","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","180",903,7991,0.113002127393317
"Bileća","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","180",3577,7991,0.447628582154924
"Bileća","SRPSKA PATRIOTSKA STRANKA - SPAS","180",126,7991,0.0157677387060443
"Bileća","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","180",2434,7991,0.304592666750094
"Bosanska Krupa","ADEM ŠERTOVIĆ - GORAN","004",225,14205,0.0158394931362196
"Bosanska Krupa","BSP - BOŠNJAČKA STRANKA PRAVA","004",429,14205,0.0302006335797254
"Bosanska Krupa","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","004",12494,14205,0.879549454417459
"Bosanska Krupa","SDP BiH","004",614,14205,0.0432242168250616
"Bosanska Krupa","SELJAČKA BOSANSKA STRANKA","004",196,14205,0.0137979584653291
"Bosanska Krupa","SRP BiH","004",247,14205,0.0173882435762056
"Bosanski Petrovac","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","030",1962,4538,0.432349052446011
"Bosanski Petrovac","ZAVIČAJ","030",2282,4538,0.502864698104892
"Bosanski Petrovac","ŠLJIVAR VOJO","030",294,4538,0.0647862494490965
"Bosansko Grahovo","BOSS - BOSANSKA STRANKA","084",42,2499,0.0168067226890756
"Bosansko Grahovo","HDZ BiH","084",227,2499,0.0908363345338135
"Bosansko Grahovo","JOJIĆ UROŠ","084",248,2499,0.0992396958783513
"Bosansko Grahovo","TODOR MIĆIĆ","084",182,2499,0.0728291316526611
"Bosansko Grahovo","ZAVIČAJ","084",1800,2499,0.720288115246098
"Bratunac","BOSS - BOSANSKA STRANKA","104",36,20555,0.00175139868645099
"Bratunac","DEMOKRATSKA STRANKA FEDERALISTA","104",97,20555,0.00471904646071515
"Bratunac","HUSIĆ ŠEFIK","104",149,20555,0.00724884456336658
"Bratunac","IZBJEGLIČKA STRANKA RS","104",93,20555,0.00452444660666505
"Bratunac","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","104",8362,20555,0.406810994891754
"Bratunac","NDPB","104",7,20555,0.000340549744587692
"Bratunac","NEZAVISNA STRANKA REPUBLIKE SRPSKE","104",39,20555,0.00189734857698857
"Bratunac","RAČUNAJTE NA NAS","104",39,20555,0.00189734857698857
"Bratunac","SDP BiH","104",208,20555,0.0101191924106057
"Bratunac","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","104",828,20555,0.0402821697883727
"Bratunac","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","104",3859,20555,0.187740209194843
"Bratunac","SRPSKA PATRIOTSKA STRANKA - SPAS","104",220,20555,0.010702991972756
"Bratunac","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","104",5893,20555,0.286694234979324
"Bratunac","SRPSKA RASELJENIČKA DEMOKRATSKA STRANKA REPUBLIKE SRPSKE (SRDSRS)","104",330,20555,0.016054487959134
"Bratunac","SRPSKA SELJAČKA STRANKA","104",248,20555,0.0120651909511068
"Bratunac","SRPSKI OTADŽBINSKI FRONT (SOF)","104",24,20555,0.00116759912430066
"Bratunac","UDRUŽENA LJEVICA","104",123,20555,0.00598394551204087
"Breza","BOSANSKA DEMOKRATSKA UNIJA BOSNE I HERCEGOVINE BDU BiH","117",126,8451,0.0149094781682641
"Breza","BOSANSKOHERCEGOVAČKA PATRIOTSKA STRANKA - BPS","117",80,8451,0.0094663353449296
"Breza","BOSS - BOSANSKA STRANKA","117",112,8451,0.0132528694829014
"Breza","ESAD BAJTAL","117",226,8451,0.0267423973494261
"Breza","HRVATSKA NARODNA ZAJEDNICA","117",104,8451,0.0123062359484085
"Breza","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","117",5497,8451,0.650455567388475
"Breza","MAMELA NUSRET - MAŠO","117",144,8451,0.0170394036208733
"Breza","NUMO VELIĆ","117",119,8451,0.0140811738255828
"Breza","SDP BiH","117",688,8451,0.0814104839663945
"Breza","VRHOVNIK ALOJZ - VJEKO","117",151,8451,0.0178677079635546
"Breza","ZDRUŽENA LISTA '97 (UBSD, HSS BiH, MBO BiH, REPUBLIKANSKA STRANKA I SPP BiH)","117",1204,8451,0.14246834694119
"Brod","HDZ BiH","016",4432,16897,0.262295081967213
"Brod","HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA BiH (HDKU BiH)","016",115,16897,0.00680594188317453
"Brod","HRVATSKA SELJAČKA STRANKA BiH / HSS BiH / SARAJEVO","016",1049,16897,0.0620820263952181
"Brod","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","016",1833,16897,0.108480795407469
"Brod","NARODNA RADIKALNA STRANKA ""NIKOLA PAŠIĆ""","016",62,16897,0.00366929040658105
"Brod","NARODNA STRANKA R.S-e","016",195,16897,0.0115405101497307
"Brod","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","016",1474,16897,0.0872344203112979
"Brod","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","016",6065,16897,0.358939456708291
"Brod","SRPSKA PATRIOTSKA STRANKA - SPAS","016",73,16897,0.00432029354323253
"Brod","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","016",1012,16897,0.0598922885719358
"Brod","SRPSKA SELJAČKA STRANKA","016",56,16897,0.00331419778658934
"Brod","SRPSKA STRANKA KRAJINE I POSAVINE","016",198,16897,0.0117180564597266
"Brod","SRPSKI DEMOKRATSKI SAVEZ RS","016",142,16897,0.00840385867313724
"Brod","SRPSKI OTADŽBINSKI FRONT (SOF)","016",21,16897,0.001242824169971
"Brod","UJEDINJENA POSAVSKA OBITELJ U.P.O HRZ BiH","016",170,16897,0.0100609575664319
"Brčko","BOSS - BOSANSKA STRANKA","028",63,35928,0.00175350701402806
"Brčko","HDZ BiH","028",1933,35928,0.0538020485415275
"Brčko","HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA BiH (HDKU BiH)","028",202,35928,0.00562235582275662
"Brčko","IZBJEGLIČKA STRANKA RS","028",137,35928,0.00381318191939434
"Brčko","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","028",9643,35928,0.268397906924961
"Brčko","MIROSLAV VRAČEVIĆ","028",58,35928,0.0016143397906925
"Brčko","NARODNA RADIKALNA STRANKA ""NIKOLA PAŠIĆ""","028",265,35928,0.00737586283678468
"Brčko","NARODNA STRANKA R.S-e","028",67,35928,0.0018648407926965
"Brčko","NEZAVISNA STRANKA REPUBLIKE SRPSKE","028",51,35928,0.00141950567802271
"Brčko","SDP BiH","028",4530,35928,0.126085504342017
"Brčko","SNS RS","028",155,35928,0.00431418392340236
"Brčko","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","028",3355,35928,0.0933812068581608
"Brčko","SPD RS","028",131,35928,0.00364618125139167
"Brčko","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","028",9996,35928,0.278223112892452
"Brčko","SRPSKA PATRIOTSKA STRANKA - SPAS","028",149,35928,0.00414718325539969
"Brčko","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","028",4044,35928,0.112558450233801
"Brčko","SRPSKA SELJAČKA STRANKA","028",68,35928,0.00189267423736362
"Brčko","SRPSKI DEMOKRATSKI SAVEZ RS","028",398,35928,0.0110777109775106
"Brčko","SRPSKI OTADŽBINSKI FRONT (SOF)","028",27,35928,0.000751503006012024
"Brčko","UDRUŽENA LJEVICA","028",72,35928,0.00200400801603206
"Brčko","ZDRUŽENA LISTA '97 (UBSD, HSS BiH, MBO BiH, REPUBLIKANSKA STRANKA I SPP BiH)","028",584,35928,0.0162547316855934
"Bugojno","BOSANSKA DEMOKRATSKA UNIJA BOSNE I HERCEGOVINE BDU BiH","109",97,21364,0.0045403482493915
"Bugojno","HDZ BiH","109",7080,21364,0.331398614491668
"Bugojno","HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA BiH (HDKU BiH)","109",107,21364,0.00500842538850403
"Bugojno","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","109",13209,21364,0.618283093053735
"Bugojno","SDP BiH","109",627,21364,0.0293484366223554
"Bugojno","ZDRUŽENA LISTA '97 (UBSD, HSS BiH, MBO BiH, REPUBLIKANSKA STRANKA I SPP BiH)","109",244,21364,0.0114210821943456
"Busovača","BOSANSKA DEMOKRATSKA UNIJA BOSNE I HERCEGOVINE BDU BiH","113",92,11072,0.00830924855491329
"Busovača","HDZ BiH","113",6001,11072,0.541997832369942
"Busovača","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","113",4311,11072,0.389360549132948
"Busovača","SDP BiH","113",668,11072,0.0603323699421965
"Bužim","BSP - BOŠNJAČKA STRANKA PRAVA","005",116,7661,0.0151416264195275
"Bužim","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","005",6782,7661,0.885263020493408
"Bužim","RASIM KOVAČEVIĆ","005",88,7661,0.0114867510768829
"Bužim","SELJAČKA BOSANSKA STRANKA","005",105,7661,0.0137057825349171
"Bužim","SUAD BURZIĆ","005",147,7661,0.019188095548884
"Bužim","ŠARIĆ/HUSE/HUSEIN","005",423,7661,0.0552147239263804
"Cazin","BAJRIĆ SENAD - SERĐO","002",93,28762,0.00323343300187748
"Cazin","BDO BiH BOŠNJAČKA DEMOKRATSKA ORGANIZACIJA BiH","002",134,28762,0.00465892497044712
"Cazin","BOSS - BOSANSKA STRANKA","002",134,28762,0.00465892497044712
"Cazin","BRACO BEĆKANOVIĆ","002",31,28762,0.00107781100062583
"Cazin","BSP - BOŠNJAČKA STRANKA PRAVA","002",147,28762,0.00511091022877408
"Cazin","DEMOKRATSKA NARODNA ZAJEDNICA BiH - DNZ BiH","002",4100,28762,0.142549196856964
"Cazin","HASIB KAPIĆ","002",141,28762,0.00490230164800779
"Cazin","HUSEIN SAMARDŽIĆ","002",92,28762,0.0031986649050831
"Cazin","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","002",19801,28762,0.688443084625548
"Cazin","MBO","002",85,28762,0.00295528822752243
"Cazin","MUSLIMANSKA DEMOKRATSKA STRANKA (MDS)","002",329,28762,0.0114387038453515
"Cazin","REDŽIĆ HUSEIN","002",175,28762,0.00608441693901676
"Cazin","SAMARDŽIĆ ĐULAGA","002",95,28762,0.00330296919546624
"Cazin","SDP BiH","002",1199,28762,0.0416869480564634
"Cazin","SELJAČKA BOSANSKA STRANKA","002",150,28762,0.00521521451915722
"Cazin","STRANKA DEMOKRATSKOG CENTRA CAZIN (SDC - CAZIN)","002",1563,28762,0.0543425352896182
"Cazin","ĆATIĆ SEJDO","002",110,28762,0.00382449064738196
"Cazin","ČAUŠEVIĆ ZIJAD","002",70,28762,0.0024337667756067
"Cazin","ČIZMIĆ SEAD - SEDO","002",50,28762,0.00173840483971907
"Cazin","ŠARIĆ ŠABAN","002",33,28762,0.00114734719421459
"Cazin","ŠEPIĆ RIFET","002",68,28762,0.00236423058201794
"Cazin","ŽUNIĆ SUVAD","002",162,28762,0.0056324316806898
"Derventa","DEMOKRATSKI PREPOROD SRPSKE (DPS)","014",180,26671,0.00674890330321323
"Derventa","HDZ BiH","014",4475,26671,0.167785234899329
"Derventa","HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA BiH (HDKU BiH)","014",298,26671,0.0111731843575419
"Derventa","HRVATSKA SELJAČKA STRANKA BiH / HSS BiH / SARAJEVO","014",1737,26671,0.0651269168760076
"Derventa","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","014",3145,26671,0.117918338270031
"Derventa","NARODNA STRANKA R.S-e","014",114,26671,0.00427430542536838
"Derventa","NEZAVISNA STRANKA REPUBLIKE SRPSKE","014",72,26671,0.00269956132128529
"Derventa","PERO KOZOMARA","014",180,26671,0.00674890330321323
"Derventa","ROF ""NIKOLA PAŠIĆ""","014",50,26671,0.00187469536200367
"Derventa","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","014",3369,26671,0.126316973491808
"Derventa","SRP BiH","014",124,26671,0.00464924449776911
"Derventa","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","014",7285,26671,0.273143114243935
"Derventa","SRPSKA PATRIOTSKA STRANKA - SPAS","014",251,26671,0.00941097071725844
"Derventa","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","014",2913,26671,0.109219751790334
"Derventa","SRPSKA SELJAČKA STRANKA","014",410,26671,0.0153725019684301
"Derventa","SRPSKA STRANKA KRAJINE I POSAVINE","014",1586,26671,0.0594653368827565
"Derventa","SRPSKI DEMOKRATSKI SAVEZ RS","014",183,26671,0.00686138502493345
"Derventa","SRPSKI OTADŽBINSKI FRONT (SOF)","014",42,26671,0.00157474410408309
"Derventa","UJEDINJENA POSAVSKA OBITELJ U.P.O HRZ BiH","014",257,26671,0.00963593416069889
"Doboj","BOSS - BOSANSKA STRANKA","038",186,55142,0.0033731094265714
"Doboj","DEMOKRATSKA STRANKA RS","038",1100,55142,0.0199484966087556
"Doboj","HDZ BiH","038",1178,55142,0.0213630263682855
"Doboj","HRVATSKA KRŠĆANSKA DEMOKRATSKA UNIJA BiH (HDKU BiH)","038",160,55142,0.00290159950672808
"Doboj","HRVATSKA SELJAČKA STRANKA BiH / HSS BiH / SARAJEVO","038",383,55142,0.00694570381923035
"Doboj","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","038",13353,55142,0.242156613833376
"Doboj","NEZAVISNA STRANKA REPUBLIKE SRPSKE","038",148,55142,0.00268397954372348
"Doboj","NIKOLA TOPALOVIĆ","038",153,55142,0.00277465452830873
"Doboj","NIKOLIĆ JOVAN","038",83,55142,0.00150520474411519
"Doboj","OBREN ŽIVANOVIĆ","038",26,55142,0.000471509919843314
"Doboj","RADNIČKA PARTIJA REPUBLIKE SRPSKE (RPRS)","038",307,55142,0.00556744405353451
"Doboj","SDP BiH","038",1766,55142,0.0320264045555112
"Doboj","SLOBODAN JOTIĆ","038",64,55142,0.00116063980269123
"Doboj","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","038",4727,55142,0.0857241304268978
"Doboj","SOCIJALNO - LIBERALNA STRANKA RS (SLS)","038",225,55142,0.00408037430633637
"Doboj","SPD RS","038",249,55142,0.00451561423234558
"Doboj","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","038",19390,55142,0.35163759022161
"Doboj","SRPSKA PATRIOTSKA STRANKA - SPAS","038",465,55142,0.00843277356642849
"Doboj","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","038",8274,55142,0.150048964491676
"Doboj","SRPSKA SELJAČKA STRANKA","038",509,55142,0.00923071343077872
"Doboj","SRPSKI DEMOKRATSKI SAVEZ RS","038",803,55142,0.0145624025243916
"Doboj","SRPSKI OTADŽBINSKI FRONT (SOF)","038",85,55142,0.00154147473794929
"Doboj","STRANKA SRPSKOG JEDINSTVA REPUBLIKE SRPSKE (SSJ)","038",914,55142,0.0165753871821842
"Doboj","TOMISLAV TOMIĆ","038",28,55142,0.000507779913677415
"Doboj","UDRUŽENA LJEVICA","038",418,55142,0.00758042871132712
"Doboj","UJEDINJENA POSAVSKA OBITELJ U.P.O HRZ BiH","038",117,55142,0.00212179463929491
"Doboj","VELIMIR ĐORĐIĆ","038",31,55142,0.000562184904428566
"Donji Vakuf","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","089",6978,8158,0.855356705074773
"Donji Vakuf","SDP BiH","089",1180,8158,0.144643294925227
"Donji Žabar","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","023",157,1436,0.10933147632312
"Donji Žabar","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","023",538,1436,0.374651810584958
"Donji Žabar","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","023",687,1436,0.478412256267409
"Donji Žabar","SRPSKA SELJAČKA STRANKA","023",25,1436,0.0174094707520891
"Donji Žabar","STRANKA NEZAVISNIH SOCIJALDEMOKRATA","023",29,1436,0.0201949860724234
"Drvar","BAŠIĆ SLOBODAN","057",213,9409,0.0226378998830907
"Drvar","HDZ BiH","057",3247,9409,0.345095121691997
"Drvar","ROF ""NIKOLA PAŠIĆ""","057",125,9409,0.0132851525135509
"Drvar","ZA DRVAR","057",5824,9409,0.618981825911361
"Dubica","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","008",3080,17750,0.173521126760563
"Dubica","MILE GVOZDENOVIĆ","008",32,17750,0.00180281690140845
"Dubica","NARODNA RADIKALNA STRANKA ""NIKOLA PAŠIĆ""","008",174,17750,0.00980281690140845
"Dubica","NARODNA STRANKA R.S-e","008",152,17750,0.00856338028169014
"Dubica","ROF ""NIKOLA PAŠIĆ""","008",41,17750,0.00230985915492958
"Dubica","SELJAČKA RADNIČKA STRANKA","008",918,17750,0.0517183098591549
"Dubica","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","008",4379,17750,0.246704225352113
"Dubica","SPD RS","008",67,17750,0.00377464788732394
"Dubica","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","008",6215,17750,0.350140845070423
"Dubica","SRPSKA PATRIOTSKA STRANKA - SPAS","008",206,17750,0.0116056338028169
"Dubica","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","008",1042,17750,0.0587042253521127
"Dubica","SRPSKA SELJAČKA STRANKA","008",489,17750,0.0275492957746479
"Dubica","SRPSKA STRANKA KRAJINE I POSAVINE","008",810,17750,0.0456338028169014
"Dubica","SRPSKI OTADŽBINSKI FRONT (SOF)","008",145,17750,0.00816901408450704
"Fojnica","BOSANSKOHERCEGOVAČKA PATRIOTSKA STRANKA - BPS","114",114,8092,0.014087988136431
"Fojnica","FEHIM ZEČEVIĆ","114",51,8092,0.00630252100840336
"Fojnica","HDZ BiH","114",3080,8092,0.380622837370242
"Fojnica","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","114",4145,8092,0.512234305486901
"Fojnica","LBO","114",106,8092,0.0130993573900148
"Fojnica","SDP BiH","114",596,8092,0.0736529906080079
"Foča","BOSS - BOSANSKA STRANKA","166",153,22464,0.00681089743589744
"Foča","DEMOKRATSKA STRANKA FEDERALISTA","166",196,22464,0.00872507122507122
"Foča","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","166",8612,22464,0.383368945868946
"Foča","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","166",6065,22464,0.269987535612536
"Foča","SRPSKA PATRIOTSKA STRANKA - SPAS","166",173,22464,0.00770121082621083
"Foča","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","166",7265,22464,0.323406339031339
"Gacko","BOSS - BOSANSKA STRANKA","164",12,6486,0.00185013876040703
"Gacko","DEMOKRATSKI CENTAR REPUBLIKE SRPSKE","164",184,6486,0.0283687943262411
"Gacko","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","164",884,6486,0.136293555349985
"Gacko","NARODNA STRANKA SRPSKE (NSS)","164",83,6486,0.0127967930928153
"Gacko","RADENKO TODOROVIĆ","164",451,6486,0.0695343817452976
"Gacko","SMAJO DŽEKO","164",52,6486,0.0080172679617638
"Gacko","SOCIJALISTIČKA PARTIJA REPUBLIKE SRPSKE (SPRS) BANJA LUKA","164",415,6486,0.0639839654640765
"Gacko","SRPSKA DEMOKRATSKA STRANKA (SRPSKIH ZEMALJA)","164",3023,6486,0.466080789392538
"Gacko","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","164",1106,6486,0.170521122417515
"Gacko","SRPSKI POKRET OBNOVE (SPO)","164",276,6486,0.0425531914893617
"Glamoč","HDZ BiH","085",1839,4515,0.407308970099668
"Glamoč","HRVATSKA STRANKA PRAVA / HSP","085",29,4515,0.00642303433001107
"Glamoč","HRVATSKA ČISTA STRANKA PRAVA BOSNE I HERCEGOVINE (HČSP BiH)","085",33,4515,0.00730897009966777
"Glamoč","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","085",955,4515,0.211517165005537
"Glamoč","ZAVIČAJ","085",1599,4515,0.354152823920266
"Glamoč","ZDRUŽENA LISTA '97 (UBSD, HSS BiH, MBO BiH, REPUBLIKANSKA STRANKA I SPP BiH)","085",60,4515,0.0132890365448505
"Goražde","BOSANSKA DEMOKRATSKA UNIJA BOSNE I HERCEGOVINE BDU BiH","167",282,12871,0.0219097195245125
"Goražde","BOSANSKOHERCEGOVAČKA PATRIOTSKA STRANKA - BPS","167",191,12871,0.0148395618056095
"Goražde","KOALICIJA ZA CJELOVITU I DEMOKRATSKU BOSNU I HERCEGOVINU (SDA BiH, S BiH, LIBERALI BiH, GDS)","167",10719,12871,0.832802424054075
"Goražde","SDP BiH","167",766,12871,0.0595136353041722
"Goražde","ZDRUŽENA LISTA '97 (UBSD, HSS BiH, MBO BiH, REPUBLIKANSKA STRANKA I SPP BiH)","167",913,12871,0.0709346593116308
"Gornji Vakuf-Uskoplje","BOSANSKOHERCEGOVAČKA PATRIOTSKA STRANKA - BPS","110",68,14818,0.00458901336212714
"Gornji Vakuf-Uskoplje","HDZ BiH","110",6041,14818,0.407679848832501
