"municipality","dist_hrv","dist_srb","dist_mne","dist_yug","dist_other_country","dist_internal_border"
"Travnik",68.4329536436013,102.92406829184,119.869158442375,102.92406829184,68.4329536436013,0
"Zenica",73.8755673580021,82.7437325589725,99.3696428075682,82.7437325589725,73.8755673580021,2.78569277041679
"Šekovići",52.4767991710442,6.65773906243044,73.9691953117172,6.65773906243054,6.65773906243054,0
"Jajce",57.564300873638,133.90276158664,145.539494159701,133.90276158664,57.564300873638,0
"Banovići",50.4139760769212,41.2948617300077,89.5244225989171,41.2948617300077,41.2948617300077,12.102796968495
"Žepče",66.2866202500579,79.6213827702462,112.722639557362,79.6213827702462,66.2866202500579,0
"Živinice",40.6043856884861,20.5556105865153,89.3181719362026,20.5556105865153,20.5556105865153,1.5871365361478
"Zavidovići",58.9414874805371,47.155985869668,93.0522926108538,47.155985869668,47.155985869668,7.99726604192458
"Kalesija",34.9129130078874,5.23270425342291,89.1209122358853,5.23270425342291,5.23270425342291,0
"Drvar",0,188.947379380102,196.355353516385,188.947379380102,0,0
"Skender Vakuf",61.3335295153581,127.818494168139,146.726747299151,127.818494168139,61.3335295153581,0
"Mrkonjić Grad",34.6657531930918,146.990216496331,168.667027641795,146.990216496331,34.6657531930918,0
"Zvornik",29.255698653921,0,78.7226734552482,0,0,0
"Lukavac",34.7708548218728,42.486690526218,106.64650160524,42.486690526218,34.7708548218728,0
"Ključ",33.223332674935,162.217611800506,187.175240179071,162.217611800506,33.223332674935,0
"Tuzla",27.4458037478199,17.9061403524382,104.757739420606,17.9061403524382,17.9061403524382,0
"Maglaj",46.6629041249914,66.3551699930843,119.348907424111,66.3551699930843,46.6629041249914,0
"Kotor Varoš",49.145475868072,112.016461464685,135.525175771732,112.016461464685,49.145475868072,0
"Tešanj",36.6527310551573,76.9341905066008,133.874761645333,76.9341905066008,36.6527310551573,0
"Bosanski Petrovac",2.94492251033371,188.179212256151,209.802832849761,188.179212256151,2.94492251033371,0
"Teslić",33.6862140323773,90.84201125669,128.862260976704,90.84201125669,33.6862140323773,0
"Ugljevik",10.402787687945,7.12006734725357,113.518570257891,7.12006734725306,7.12006734725306,0
"Lopare",8.7580615057576,13.0557543991887,110.655432898667,13.0557543991887,8.7580615057576,0
"Srebrenik",22.1008579327384,33.5889301163639,121.165312768626,33.5889301163639,22.1008579327384,0
"Čelinac",34.1218746843303,110.124512828022,164.552236397084,110.124512828022,34.1218746843303,19.3131783171693
"Gračanica",28.4495127591022,44.8725637166345,124.418037444266,44.8725637166345,28.4495127591022,0
"Sanski Most",14.3161676747165,167.124536265521,203.521129676426,167.124536265521,14.3161676747165,0
"Bijeljina",0.480586128179609,0,113.967565325879,0,0,0
"Brčko",0,2.01880620009917,131.896968879258,2.0188062000991,0,0
"Bihać",0,223.654151343579,247.391952595174,223.654151343579,0,12.0557923660654
"Gradačac",7.31354678377015,25.9318555306303,139.756326904752,25.9318555306303,7.31354678377015,0
"Banja Luka",19.8364314558824,134.734112799094,173.524688962587,134.734112799094,19.8364314558824,0.489210519000857
"Laktaši",15.8860730724989,117.404543008559,182.945894254121,117.404543008559,15.8860730724989,33.3616199359498
"Doboj",9.85160030893012,58.238237186317,139.726875786283,58.238237186317,9.85160030893012,0
"Prnjavor",4.88423907916392,94.4025703166196,163.306570659315,94.4025703166196,4.88423907916392,14.8695789346373
"Modriča",5.71248086016492,42.175386727987,154.514803910782,42.175386727987,5.71248086016492,0
"Derventa",0,69.1052830042277,159.272075382624,69.1052830042277,0,7.24967156706507
"Prijedor",13.2048133449397,155.184161882676,211.882515471289,155.184161882676,13.2048133449397,1.59399464580788
"Cazin",0.549014526735777,229.819023433374,275.853401495909,229.819023433374,0.549014526735777,9.82906983320066
"Orašje",0,15.6665195478124,153.075531897981,15.6665195478124,0,0
"Bosanski Šamac",0,28.3925912505513,155.340100821355,28.3925912505513,0,0
"Bosanska Krupa",0,205.780654658643,249.009920869855,205.780654658643,0,0
"Srbac",0,94.6050401777627,187.939143109488,94.6050401777627,0,29.9134819687162
"Odžak",0,45.971606329512,166.382259858979,45.971606329512,0,0
"Bosanski Brod",0,60.458367806546,172.923988007989,60.458367806546,0,0
"Velika Kladuša",0,221.589485713694,284.032242270425,221.589485713694,0,14.1445258474751
"Bosanska Gradiška",0,121.055631772094,202.928202353462,121.055631772095,0,26.595663757215
"Bosanski Novi",0,180.556751965929,247.184597344818,180.556751965929,0,0
"Bosanska Dubica",0,150.661110563847,232.085636496837,150.661110563847,0,23.398376354081
"Sarajevo Centar",97.8152166537519,62.0952193396157,53.945007466199,53.9450074661988,53.9450074661988,0
"Sarajevo Novi Grad",88.5529891941859,70.2202753925215,56.6307323557078,56.6307323557076,56.6307323557076,0
