"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Tuzla","Par Selo",2185,10,40,1546,406,183,0.0045766590389016,0.0183066361556064,0.707551487414188,0.185812356979405,0.0837528604118993,0.0166010728015925,0.457474040289262,0.725183882708844
"Tuzla","Pasci Gornji",1912,1713,19,98,75,7,0.89592050209205,0.00993723849372385,0.051255230125523,0.0392259414225941,0.00366108786610879,0.0145268884195171,0.193048528562175,0.350494984670287
"Tuzla","Požarnica",2032,1,1920,13,65,33,0.000492125984251968,0.94488188976378,0.00639763779527559,0.031988188976378,0.016240157480315,0.0154386178182315,0.105870055490111,0.202001716872528
"Tuzla","Simin Han",3341,945,1335,273,577,211,0.282849446273571,0.399580963783298,0.0817120622568093,0.172702783597725,0.0631547440885962,0.0253840660092085,0.719839609843185,0.751134931784262
"Tuzla","Sjenjak",7197,3438,1525,557,1397,280,0.477699041267195,0.211893844657496,0.0773933583437543,0.194108656384605,0.0389050993469501,0.0546809706878998,0.681723115414311,0.767671047704187
"Tuzla","Slatina",5460,2620,952,417,1214,257,0.47985347985348,0.174358974358974,0.0763736263736264,0.222344322344322,0.0470695970695971,0.041483687641508,0.681854110480484,0.763250537477925
"Tuzla","Slavinovići",5391,3148,774,449,847,173,0.583936189946207,0.143572621035058,0.0832869597477277,0.157113708031905,0.0320905212391022,0.0409594432372472,0.60575419209128,0.750743265162239
"Tuzla","Solana",3996,2633,365,228,656,114,0.658908908908909,0.0913413413413413,0.057057057057057,0.164164164164164,0.0285285285285285,0.0303605889771916,0.526476551626702,0.728222703294998
"Tuzla","Solina",4630,2566,610,463,763,228,0.554211663066955,0.131749460043197,0.1,0.164794816414687,0.049244060475162,0.0351775593003996,0.635909203289655,0.743930680315901
"Tuzla","Stari Grad",4924,2669,725,296,1009,225,0.542038992688871,0.147238017871649,0.0601137286758733,0.204914703493095,0.0456945572705118,0.0374112963272501,0.636823007850934,0.76725417415356
"Tuzla","Tušanj",5756,3838,449,260,995,214,0.666782487838777,0.0780055594162613,0.0451702571230021,0.172863099374566,0.037178596247394,0.043732620158337,0.516011995338822,0.727014446911286
"Tuzla","Čaklovići Gornji",1250,1,1062,19,99,69,8e-04,0.8496,0.0152,0.0792,0.0552,0.00949718123660897,0.26862848,0.469778440192
"Tuzla","Ši Selo",4807,2443,926,283,911,244,0.508217183274391,0.192635739546495,0.0588724776367797,0.189515290201789,0.050759309340545,0.0365223601635035,0.662648245145928,0.767188516032266
"Tuzla","Šićki Brod",4148,3233,217,234,396,68,0.779411764705882,0.0523143683702989,0.0564127290260366,0.0954676952748312,0.0163934426229508,0.0315154462155632,0.377215286101794,0.59243337710834
"Ugljevik","Atmačići i Janjari",1217,1185,0,1,11,20,0.973705834018077,0,0.000821692686935086,0.00903861955628595,0.0164338537387017,0.0475632156954704,0.0515445054281006,0.101107380285212
"Ugljevik","Bogutovo Selo",1071,1,1063,0,6,1,0.000933706816059757,0.992530345471522,0,0.00560224089635854,0.000933706816059757,0.0418571931058741,0.0148503845982838,0.0295657243631358
"Ugljevik","Crveno Brdo",1702,682,973,2,38,7,0.400705052878966,0.571680376028202,0.00117508813160987,0.0223266745005875,0.00411280846063455,0.0665181537499512,0.512100231841712,0.946855398324463
"Ugljevik","Donja Trnova",1491,3,1462,2,16,8,0.00201207243460765,0.98054996646546,0.00134138162307176,0.0107310529845741,0.00536552649228706,0.0582717786375894,0.0383719711517484,0.0753967011742074
"Ugljevik","Glinje",648,563,79,0,1,5,0.868827160493827,0.121913580246914,0,0.00154320987654321,0.00771604938271605,0.0253253605346465,0.230214525224813,0.44851839150536
"Ugljevik","Jasenje",401,18,1,0,8,374,0.0448877805486284,0.00249376558603491,0,0.0199501246882793,0.932668329177057,0.0156720209481377,0.127710648565618,0.243562212806799
"Ugljevik","Jasikovac",1118,1109,0,1,0,8,0.991949910554562,0,0.000894454382826476,0,0.00715563506261181,0.043694063391566,0.0159833717890047,0.0318905571927468
"Ugljevik","Korenita",840,0,814,0,19,7,0,0.969047619047619,0,0.0226190476190476,0.00833333333333333,0.0328291710634306,0.0603656462585034,0.118539399092971
"Ugljevik","Mezgraja",714,0,709,1,0,4,0,0.992997198879552,0.00140056022408964,0,0.00560224089635854,0.027904795403916,0.0139232163453618,0.0277529367324453
"Ugljevik","Novi Ugljevik",2981,348,2426,39,133,35,0.116739349211674,0.813820865481382,0.0130828581013083,0.0446159007044616,0.0117410265011741,0.116504474928675,0.321767931777698,0.550205301500117
"Ugljevik","Ravno Polje",2039,1567,461,1,2,8,0.768513977439922,0.226091221186856,0.000490436488474743,0.000980872976949485,0.00392349190779794,0.0796889045218275,0.358252429753211,0.705181760106335
"Ugljevik","Stari Teočak",3061,1933,1094,1,9,24,0.631492976151584,0.357399542633126,0.000326690623979092,0.00294021561581183,0.0078405749754982,0.119631062649001,0.473411961786269,0.916425600023796
"Ugljevik","Teočak - Krstac",2861,2831,15,2,10,3,0.989514155889549,0.00524292205522545,0.000699056274030059,0.0034952813701503,0.00104858441104509,0.111814593348185,0.0208204418617179,0.0412327852948539
"Ugljevik","Tutnjevac",1489,1,1466,3,16,3,0.000671591672263264,0.984553391537945,0.00201477501678979,0.0107454667562122,0.00201477501678979,0.0581936139445812,0.0305305844832102,0.0603835036136408
"Ugljevik","Ugljevik Selo",693,0,685,0,7,1,0,0.988455988455988,0,0.0101010101010101,0.00144300144300144,0.0270840661273303,0.0228506462272695,0.0455284023433045
"Ugljevik","Ugljevička Obrijež",934,0,921,0,6,7,0,0.986081370449679,0,0.00642398286937901,0.00749464668094218,0.0365029116348146,0.0275460935673051,0.0545224827814486
"Ugljevik","Zabrđe",2327,0,2299,3,8,17,0,0.987967339922647,0.00128921357971637,0.00343790287924366,0.00730554361839278,0.0909446203150037,0.0238536830307472,0.0472450077736484
"Vareš","Brgule",452,0,443,0,7,2,0,0.980088495575221,0,0.0154867256637168,0.00442477876106195,0.0203576093320722,0.039167123502232,0.0775283162970051
"Vareš","Budoželje",1181,1107,59,1,10,4,0.937341236240474,0.0499576629974598,0.000846740050804403,0.00846740050804403,0.00338696020321761,0.0531910102238436,0.118811753411516,0.230027409677497
"Vareš","Dabravine",1199,845,308,10,25,11,0.704753961634696,0.256880733944954,0.00834028356964137,0.0208507089241034,0.0091743119266055,0.0540017114804306,0.436745661696117,0.785028231854749
"Vareš","Daštansko",409,235,31,121,15,7,0.574572127139364,0.0757946210268949,0.295843520782396,0.0366748166259169,0.0171149144254279,0.0184209341080034,0.574960694878677,0.835884056063726
"Vareš","Donja Borovica",556,0,2,547,6,1,0,0.00359712230215827,0.983812949640288,0.0107913669064748,0.00179856115107914,0.0250416610367968,0.0319794524092956,0.0631942766267294
"Vareš","Dragovići",699,489,2,187,18,3,0.699570815450644,0.00286123032904149,0.267525035765379,0.0257510729613734,0.00429184549356223,0.0314822321307931,0.438341305073055,0.800501436908863
"Vareš","Duboštica",170,0,2,133,23,12,0,0.0117647058823529,0.782352941176471,0.135294117647059,0.0705882352941176,0.00765662297887673,0.364498269896194,0.615249338489721
"Vareš","Gornja Borovica",521,0,0,519,0,2,0,0,0.99616122840691,0,0.00383877159309021,0.0234652974823222,0.00764807085149255,0.0152961417029852
"Vareš","Kokoščići",324,311,10,0,1,2,0.959876543209877,0.0308641975308642,0,0.00308641975308642,0.00617283950617284,0.0145926226185651,0.0776367931717726,0.151755321851344
"Vareš","Ligatići",566,558,0,5,0,3,0.985865724381625,0,0.0088339222614841,0,0.00530035335689046,0.0254920506237896,0.027962641561263,0.0553713499032679
"Vareš","Mir",199,0,7,191,1,0,0,0.0351758793969849,0.959798994974874,0.0050251256281407,0,0.0089627527811557,0.0775232948662912,0.153010703881773
"Vareš","Okruglica",523,91,408,3,11,10,0.173996175908222,0.780114722753346,0.00573613766730402,0.0210325047801147,0.0191204588910134,0.0235553753997208,0.360305488631918,0.638595715330872
"Vareš","Očevlja",479,14,84,349,17,15,0.0292275574112735,0.175365344467641,0.728601252609603,0.035490605427975,0.0313152400835073,0.0215736612169527,0.435292733208102,0.689715083966579
"Vareš","Planinica",398,72,305,0,10,11,0.180904522613065,0.766331658291457,0,0.0251256281407035,0.0276381909547739,0.0179255055623114,0.378614176409687,0.661557325781961
"Vareš","Pogar",488,4,10,379,54,41,0.00819672131147541,0.0204918032786885,0.776639344262295,0.110655737704918,0.084016393442623,0.0219790118452461,0.377040782047837,0.61023017895771
"Vareš","Pržići",583,25,36,483,35,4,0.0428816466552316,0.0617495711835334,0.828473413379074,0.0600343053173242,0.00686106346483705,0.0262577129216773,0.30432876615601,0.50600973366913
"Vareš","Ravne",849,629,208,2,8,2,0.740871613663133,0.244994110718492,0.00235571260306243,0.0094228504122497,0.00235571260306243,0.0382380759356844,0.390987248907812,0.750596998530536
"Vareš","Striježevo",768,655,112,0,1,0,0.852864583333333,0.145833333333333,0,0.00130208333333333,0,0.0345899202810431,0.251352945963542,0.500762515597873
"Vareš","Stupni Do",255,217,35,2,1,0,0.850980392156863,0.137254901960784,0.00784313725490196,0.00392156862745098,0,0.0114849344683151,0.256916570549789,0.496978809055341
"Vareš","Vareš",6674,1103,652,3539,1001,379,0.165268204974528,0.0976925382079712,0.530266706622715,0.14998501648187,0.0567875337129158,0.30059001035896,0.656239479096219,0.742620432626733
"Vareš","Vareš Majdan",3381,340,907,1292,666,176,0.100561963916001,0.268263827270038,0.382135462880805,0.19698314108252,0.0520556048506359,0.152276719362248,0.73038215453356,0.742833581953513
"Vareš","Vijaka",1051,4,10,939,57,41,0.00380589914367269,0.00951474785918173,0.893434823977165,0.0542340627973359,0.0390104662226451,0.0473359455929379,0.197206049967364,0.357645731391188
"Vareš","Zabrezje",478,15,13,314,104,32,0.0313807531380753,0.0271966527196653,0.656903765690377,0.217573221757322,0.0669456066945607,0.0215286222582534,0.514933211953572,0.763789764647739
"Velika Kladuša","Bosanska Bojna",1187,335,837,2,12,1,0.282224094355518,0.70513900589722,0.0016849199663016,0.0101095197978096,0.0008424599831508,0.0224351704846148,0.42302279184283,0.815547849343887
"Velika Kladuša","Glinica",1876,1476,359,3,12,26,0.786780383795309,0.19136460554371,0.00159914712153518,0.00639658848614072,0.0138592750533049,0.0354577757616996,0.344120662299226,0.647332450405606
"Velika Kladuša","Mala Kladuša",4555,4475,7,9,22,42,0.982436882546652,0.00153677277716795,0.00197585071350165,0.00482985729967069,0.00922063666300768,0.0860928404022076,0.0347031584933987,0.0682612568187901
"Velika Kladuša","Podzvizd",5029,4964,18,7,9,31,0.987074965201829,0.00357924040564725,0.00139192682441837,0.00178962020282362,0.00616424736528137,0.0950517880093748,0.0256270639635906,0.0505949662318882
"Velika Kladuša","Polje",2357,2210,12,6,44,85,0.937632583792957,0.00509121764955452,0.00254560882477726,0.0186677980483666,0.0360627916843445,0.0445490285023059,0.119163725560256,0.225833899792883
"Velika Kladuša","Slapnica",1363,1348,3,1,3,8,0.988994864269993,0.00220102714600147,0.000733675715333822,0.00220102714600147,0.00586940572267058,0.0257616995539427,0.0218444812029914,0.04323478357408
"Velika Kladuša","Todorovo",6927,6840,18,8,25,36,0.987440450411433,0.00259852750108272,0.00115490111159232,0.003609065973726,0.00519705500216544,0.13092537990474,0.0249132360116158,0.0491758424134967
"Velika Kladuša","Velika Kladuša",14442,12015,728,619,794,286,0.83194848358953,0.0504085306744218,0.0428610995706966,0.0549785348289711,0.01980335133638,0.272964391018371,0.300068814815825,0.494908074180378
"Velika Kladuša","Vidovska",2229,2152,4,55,4,14,0.965455361148497,0.00179452669358457,0.0246747420367878,0.00179452669358457,0.00628084342754599,0.0421297346337038,0.0672412130887738,0.13135459239542
"Velika Kladuša","Vrnograč",5179,5026,55,13,44,41,0.970457617300637,0.0106198107742807,0.00251013709210272,0.0084958486194246,0.00791658621355474,0.0978868980116429,0.0579580800730265,0.112297084737362
"Velika Kladuša","Zborište",3961,3715,208,3,10,25,0.937894471093158,0.052511991921232,0.000757384498863923,0.00252461499621308,0.00631153749053269,0.074865804793226,0.117549668979697,0.229160417422547
"Velika Kladuša","Šumatac",3803,3749,17,14,14,9,0.985800683670786,0.00447015514067841,0.00368130423349987,0.00368130423349987,0.00236655272153563,0.0718794889241703,0.0281443252137257,0.0554056901586822
"Visoko","Arnautovići",994,915,70,0,8,1,0.920523138832998,0.0704225352112676,0,0.00804828973843058,0.00100603621730382,0.0215337954939341,0.147612030330879,0.288084355515097
"Visoko","Buci",2414,2019,341,16,12,26,0.836371168185584,0.14125932062966,0.00662800331400166,0.00497100248550124,0.0107705053852527,0.0522963604852686,0.280344428283233,0.527118266866957
"Visoko","Bulčići",573,80,77,411,1,4,0.139616055846422,0.134380453752181,0.717277486910995,0.00174520069808028,0.00698080279232112,0.0124133448873484,0.447910480036792,0.711644377776543
"Visoko","Centar",2939,2317,327,37,174,84,0.788363388907792,0.111262334127254,0.0125893160939095,0.0592038108200068,0.0285811500510378,0.0636698440207972,0.361623395800814,0.587141117697608
"Visoko","Dobrinje",3307,2790,214,217,42,44,0.843664953129725,0.0647112186271545,0.065618385243423,0.0127003326277593,0.0133051103719383,0.0716421143847487,0.279397808151588,0.478193595318284
"Visoko","Goduša",1217,1188,23,0,4,2,0.976170912078883,0.018898931799507,0,0.00328677074774034,0.00164338537387017,0.0263648180242634,0.046719677210485,0.092283403809349
"Visoko","Gračanica",3405,3017,248,1,14,125,0.886049926578561,0.0728340675477239,0.000293685756240822,0.00411160058737151,0.0367107195301028,0.073765164644714,0.208246057775449,0.382775956478494
"Visoko","Koložići",1314,998,267,13,4,32,0.759512937595129,0.203196347031963,0.00989345509893455,0.0030441400304414,0.0243531202435312,0.0284662045060659,0.381151120470567,0.689244625667284
"Visoko","Kralupi",1228,1012,211,0,1,4,0.824104234527687,0.171824104234528,0,0.000814332247557003,0.00325732899022801,0.0266031195840555,0.291317414508377,0.575684513781724
"Visoko","Kula Banjer",1091,616,426,21,15,13,0.564619615032081,0.390467461044913,0.0192483959670028,0.0137488542621448,0.0119156736938588,0.0236351819757366,0.528038337165762,0.929678388932077
"Visoko","Liješeva",897,785,1,95,0,16,0.875139353400223,0.00111482720178372,0.105908584169454,0,0.0178372352285396,0.0194324090121317,0.222595074129173,0.42387723493907
"Visoko","Moštre",3026,2680,248,5,20,73,0.885657633840053,0.0819563780568407,0.00165234633179114,0.00660938532716457,0.0241242564441507,0.0655545927209705,0.208265313744857,0.385877461386999
"Visoko","Novo Naselje",2782,1508,584,163,410,117,0.542056074766355,0.209920920201294,0.0585909417685119,0.147375988497484,0.0420560747663551,0.0602686308492201,0.635187125203049,0.77126536103595
"Visoko","Orašac",431,403,2,25,1,0,0.935034802784223,0.00464037122969838,0.0580046403712297,0.00232018561484919,0,0.0093370883882149,0.122318462971237,0.239978443972947
"Visoko","Podvinjci",1333,998,184,94,22,35,0.748687171792948,0.138034508627157,0.0705176294073518,0.0165041260315079,0.0262565641410353,0.0288778162911612,0.414479463826947,0.651415006249552
"Visoko","Poriječani",1938,1647,236,22,9,24,0.84984520123839,0.121775025799794,0.0113519091847265,0.00464396284829721,0.0123839009287926,0.0419844020797227,0.262630183788251,0.487083992908135
"Visoko","Radovlje",2105,1624,381,59,23,18,0.771496437054632,0.180997624703088,0.0280285035629454,0.0109263657957245,0.00855106888361045,0.0456022530329289,0.371055004203316,0.655166602591817
"Visoko","Rosulje",3825,2973,338,119,312,83,0.777254901960784,0.0883660130718954,0.0311111111111111,0.0815686274509804,0.0216993464052288,0.0828639514731369,0.37997406125849,0.596774506389783
"Visoko","Stari Grad",3908,3202,351,24,174,157,0.819344933469806,0.0898157625383828,0.00614124872057318,0.0445240532241556,0.0401740020470829,0.0846620450606586,0.316972952105174,0.52840610406007
"Visoko","Topuzovo Polje",2445,1209,962,156,66,52,0.494478527607362,0.393456032719836,0.0638036809815951,0.0269938650306748,0.0212678936605317,0.0529679376083189,0.595431434294771,0.889860304366788
"Visoko","Tušnjici",724,377,175,136,26,10,0.520718232044199,0.24171270718232,0.187845303867403,0.0359116022099447,0.0138121546961326,0.015684575389948,0.633661213027685,0.817392193014838
"Visoko","Vratnica",844,725,113,0,6,0,0.859004739336493,0.133886255924171,0,0.00710900473933649,0,0.0182842287694974,0.244134790323667,0.47845839244508
"Visoko","Zimča",1686,728,683,182,51,42,0.431791221826809,0.405100830367734,0.107947805456702,0.0302491103202847,0.0249110320284698,0.036525129982669,0.636261361093873,0.861812506215498
"Visoko","Čekrčići",1019,98,894,12,10,5,0.0961727183513248,0.877330716388616,0.0117762512266928,0.0098135426889107,0.00490677134445535,0.0220753899480069,0.220782560207866,0.412142848067878
"Visoko","Željeznička Stanica",715,464,115,64,59,13,0.648951048951049,0.160839160839161,0.0895104895104895,0.0825174825174825,0.0181818181818182,0.0154896013864818,0.537841459240061,0.733660411865507
"Vitez","Ahmići",1203,508,30,609,13,43,0.422277639235245,0.0249376558603491,0.506234413965087,0.0108063175394846,0.0357439733998337,0.0431817366021752,0.563392018706351,0.926045254991796
"Vitez","Bila",2556,228,158,2041,78,51,0.0892018779342723,0.0618153364632238,0.798513302034429,0.0305164319248826,0.0199530516431925,0.0917477296385369,0.349269018737709,0.562391183117425
"Vitez","Bukve",422,400,0,19,1,2,0.947867298578199,0,0.0450236966824645,0.0023696682464455,0.004739336492891,0.0151477081015112,0.0994923743851216,0.195210290558873
"Vitez","Donja Večeriska",1310,388,28,871,8,15,0.29618320610687,0.0213740458015267,0.664885496183206,0.00610687022900763,0.0114503816793893,0.0470225061918949,0.469577530446944,0.842002851308065
"Vitez","Dubravica",1419,447,215,692,56,9,0.315010570824524,0.151515151515152,0.487667371388302,0.0394644115574348,0.00634249471458774,0.0509350658674037,0.638394366994593,0.843319159848907
"Vitez","Dvadesetpeti Maj",1527,471,7,1009,16,24,0.308447937131631,0.0045841519318926,0.660772757039948,0.0104780615586117,0.0157170923379175,0.0548117305000179,0.467861402418549,0.857122679121638
"Vitez","Gačice",632,325,2,264,24,17,0.514240506329114,0.00316455696202532,0.417721518987342,0.0379746835443038,0.0268987341772152,0.0226856671093722,0.558889801313892,0.928638917256039
"Vitez","Jardol",1806,743,62,915,41,45,0.41140642303433,0.0343300110741971,0.506644518272425,0.0227021040974529,0.0249169435215947,0.0648264474676047,0.571741297925336,0.914033883792675
"Vitez","Kruščica",2404,1389,72,590,129,224,0.577787021630616,0.0299500831946755,0.245424292845258,0.0536605657237937,0.0931780366056572,0.0862916831185613,0.593470463813777,0.791477350167184
"Vitez","Krčevine",931,173,109,621,14,14,0.185821697099893,0.117078410311493,0.66702470461869,0.0150375939849624,0.0150375939849624,0.0334182849348505,0.506388727688486,0.755237326016691
"Vitez","Lupac",621,619,0,0,1,1,0.996779388083736,0,0,0.00161030595813205,0.00161030595813205,0.0222908216375319,0.00642566532085531,0.0128203138342217
"Vitez","Počulica",1479,1060,6,408,1,4,0.716700473292765,0.00405679513184584,0.275862068965517,0.000676132521974307,0.00270453008789723,0.0530887684410783,0.410216321263065,0.802601861749385
"Vitez","Preočica",1239,1184,33,11,0,11,0.955609362389023,0.026634382566586,0.00887812752219532,0,0.00887812752219532,0.04447395814638,0.0859437138831401,0.165535168444176
"Vitez","Rijeka",1797,563,37,1095,58,44,0.313299944351697,0.0205898720089037,0.609348914858097,0.0322760155815248,0.0244852531997774,0.0645033920815535,0.528471833195064,0.857854514588144
"Vitez","Sadovače",1313,369,1,923,0,20,0.281035795887281,0.000761614623000762,0.702970297029703,0,0.0152322924600152,0.0471301913205786,0.426619040133552,0.815184052936858
"Vitez","Stari Vitez",1690,856,28,651,95,60,0.506508875739645,0.0165680473372781,0.385207100591716,0.0562130177514793,0.0355029585798817,0.0606626224918339,0.590369384825461,0.889197766889056
"Vitez","Vitez",5510,1791,713,1956,842,208,0.325045372050817,0.12940108892922,0.354990925589837,0.152813067150635,0.0377495462794918,0.197781686349115,0.726805445304857,0.753310287141308
"Višegrad","Dobrun",1419,664,736,3,8,8,0.467935165609584,0.518675123326286,0.00211416490486258,0.00563777307963354,0.00563777307963354,0.0669371196754564,0.511944758564553,0.98423296231026
"Višegrad","Donja Lijeska",1792,1475,311,1,0,5,0.823102678571429,0.173549107142857,0.000558035714285714,0,0.00279017857142857,0.0845322892589273,0.292374591438138,0.578991103102792
"Višegrad","Drinsko",860,586,271,0,1,2,0.681395348837209,0.315116279069767,0,0.00116279069767442,0.00232558139534884,0.0405679513184584,0.436395348837209,0.863770133447369
"Višegrad","Klašnik",1302,772,522,0,3,5,0.592933947772657,0.400921658986175,0,0.00230414746543779,0.00384024577572965,0.0614179914146894,0.487671100351344,0.957708924707587
"Višegrad","Međeđa",1396,1336,51,0,1,8,0.95702005730659,0.0365329512893983,0,0.000716332378223496,0.00573065902578797,0.0658521628378697,0.0827445997980312,0.162735400589656
"Višegrad","Prelovo",2114,1225,854,0,5,30,0.579470198675497,0.403973509933775,0,0.00236518448438978,0.0141911069063387,0.0997216849851408,0.500812710505894,0.954721246218071
"Višegrad","Vardište",488,0,486,0,1,1,0,0.995901639344262,0,0.00204918032786885,0.00204918032786885,0.0230199537714043,0.00817152647137853,0.0162928697776462
"Višegrad","Višegrad",11828,7413,3512,28,300,575,0.626733175515725,0.296922556645249,0.00236726411903957,0.0253635441325668,0.0486134595874197,0.557950846738054,0.516030340299792,0.845934123444642
"Vlasenica","Cerska",2872,2841,23,0,6,2,0.989206128133705,0.008008356545961,0,0.0020891364902507,0.000696378830083565,0.0846149313534854,0.0214022528534071,0.0425222969715383
"Vlasenica","Cikote",2025,1131,872,0,3,19,0.558518518518519,0.430617283950617,0,0.00148148148148148,0.00938271604938272,0.0596605974898356,0.502535589087029,0.97355110501448
"Vlasenica","Derventa",2737,1308,1406,1,8,14,0.477895506028498,0.513701132626964,0.000365363536719035,0.00292290829375228,0.0051150895140665,0.0806375581874963,0.507692190631395,0.990415621790011
"Vlasenica","Donji Zalukovik",1701,847,840,0,4,10,0.497942386831276,0.493827160493827,0,0.00235155790711346,0.00587889476778366,0.0501149018914619,0.508148023727095,0.991845347737024
"Vlasenica","Gornji Zalukovik",584,10,568,0,6,0,0.0171232876712329,0.972602739726027,0,0.0102739726027397,0,0.0172058216958341,0.0536451491837118,0.105237046195925
"Vlasenica","Gradina",1225,1217,1,0,1,6,0.993469387755102,0.000816326530612245,0,0.000816326530612245,0.00489795918367347,0.0360909787284191,0.0129932528113286,0.0258831886713868
"Vlasenica","Milići",6716,1159,5445,5,46,61,0.172572960095295,0.810750446694461,0.000744490768314473,0.00684931506849315,0.00908278737343657,0.197866949502092,0.312772322218797,0.596670658604905
"Vlasenica","Mišari",1595,399,1186,1,4,5,0.250156739811912,0.743573667711599,0.000626959247648903,0.00250783699059561,0.00313479623824451,0.0469919274055742,0.384503296940871,0.754876121161518
"Vlasenica","Nova Kasaba",2884,2157,572,1,11,143,0.747919556171983,0.198335644937587,0.000346740638002774,0.00381414701803051,0.0495839112343967,0.0849684756349066,0.398806077242849,0.699584186310505
"Vlasenica","Piskavice",1525,1327,100,2,6,90,0.87016393442623,0.0655737704918033,0.00131147540983607,0.0039344262295082,0.059016393442623,0.0449295857639503,0.235014673474872,0.422489740586216
"Vlasenica","Simići",443,1,419,3,1,19,0.00225733634311512,0.945823927765237,0.00677200902934537,0.00225733634311512,0.0428893905191874,0.0130516763891344,0.103521546606607,0.201125241603796
"Vlasenica","Skugrići",1144,1067,67,0,1,9,0.932692307692308,0.0585664335664336,0,0.000874125874125874,0.00786713286713287,0.0337045548288256,0.126592376155313,0.247373112607965
"Vlasenica","Vlasenica",7909,4800,2743,26,242,98,0.606903527626754,0.346820078391706,0.00328739410797825,0.0305980528511822,0.0123909470223796,0.233015143480054,0.510283358012156,0.897708672857238
"Vlasenica","Đile",582,463,117,0,1,1,0.79553264604811,0.201030927835052,0,0.00171821305841924,0.00171821305841924,0.0171468976489305,0.326708470613243,0.646786721835507
"Zavidovići","Biljačić",1253,281,5,954,7,6,0.224261771747805,0.00399042298483639,0.761372705506784,0.00558659217877095,0.00478850758180367,0.0219193898257645,0.369948197749185,0.709654630275738
"Zavidovići","Braća Kosorić",5964,2724,1628,567,875,170,0.456740442655936,0.272971160295104,0.0950704225352113,0.146713615023474,0.028504359490275,0.104331397382968,0.685499145105374,0.779355953618585
"Zavidovići","Brezik",1662,1597,57,4,2,2,0.960890493381468,0.0342960288808664,0.00240673886883273,0.00120336943441637,0.00120336943441637,0.0290742425302638,0.0755045535441472,0.14901907540804
"Zavidovići","Dolac",712,19,680,1,10,2,0.026685393258427,0.955056179775281,0.00140449438202247,0.0140449438202247,0.00280898876404494,0.0124553915051431,0.0869484597904305,0.167568582802932
"Zavidovići","Dubravica",2116,929,138,954,55,40,0.439035916824197,0.0652173913043478,0.450850661625709,0.025992438563327,0.0189035916824197,0.037016303967532,0.598694883880489,0.898941478981492
"Zavidovići","Gostovići",6657,4325,2240,14,34,44,0.649692053477542,0.336487907465825,0.00210304942166141,0.00510740573832057,0.00660958389665014,0.116454411867609,0.464601928767872,0.892256931194258
"Zavidovići","Hajderovići",5075,4472,571,1,10,21,0.881182266009852,0.112512315270936,0.000197044334975369,0.00197044334975369,0.00413793103448276,0.0887796515289343,0.210837749035405,0.414062178275419
"Zavidovići","Kovači",4549,4512,9,5,20,3,0.991866344251484,0.00197845680369312,0.0010991426687184,0.0043965706748736,0.00065948560123104,0.0795780561192359,0.0161762679803094,0.0321066957872247
"Zavidovići","Lovnica",2650,1578,233,815,15,9,0.595471698113208,0.0879245283018868,0.307547169811321,0.00566037735849057,0.00339622641509434,0.0463578475963893,0.543053898184407,0.864121922284839
"Zavidovići","Lug",1560,271,0,1273,16,0,0.173717948717949,0,0.816025641025641,0.0102564102564103,0,0.0272899027359877,0.303819033530572,0.590190891619886
"Zavidovići","Mahoje",684,535,146,0,1,2,0.782163742690059,0.213450292397661,0,0.00146198830409357,0.00292397660818713,0.0119655727380869,0.342648165247427,0.676458253461704
"Zavidovići","Majdan",2555,2068,50,330,79,28,0.809393346379648,0.0195694716242661,0.129158512720157,0.0309197651663405,0.010958904109589,0.0446959624938773,0.326741395751395,0.563271213993803
"Zavidovići","Maoča",406,39,11,272,47,37,0.0960591133004926,0.0270935960591133,0.669950738916256,0.11576354679803,0.0911330049261084,0.00710237212231474,0.519498167875949,0.70636262799257
"Zavidovići","Maršala Tita",3772,1403,744,847,619,159,0.371951219512195,0.197242841993637,0.224549310710498,0.164103923647932,0.042152704135737,0.0659855853334266,0.743618210422503,0.725731846680682
"Zavidovići","Mečevići",1031,1005,0,0,6,20,0.974781765276431,0,0,0.005819592628516,0.0193986420950533,0.0180358267441047,0.0493903351110718,0.0974601271899926
"Zavidovići","Ribnica",1725,1187,452,45,15,26,0.688115942028986,0.262028985507246,0.0260869565217391,0.00869565217391304,0.0150724637681159,0.0301763347561402,0.456853938248267,0.797232753221373
"Zavidovići","Rujnica",1690,1642,7,0,4,37,0.971597633136095,0.00414201183431953,0,0.00236686390532544,0.0218934911242604,0.02956406129732,0.0554959560239487,0.109213579406187
"Zavidovići","Stog",580,99,457,5,11,8,0.170689655172414,0.787931034482759,0.00862068965517241,0.0189655172413793,0.0137931034482759,0.0101462458890211,0.349405469678954,0.62574398294313
"Zavidovići","Svinjašnica",1344,831,493,0,14,6,0.618303571428571,0.366815476190476,0,0.0104166666666667,0.00446428571428571,0.0235113008186971,0.483018663194445,0.924987002101808
"Zavidovići","Vinište",1061,31,7,1005,12,6,0.0292177191328935,0.00659754948162111,0.947219604147031,0.0113100848256362,0.0056550424128181,0.0185606325659506,0.101717921225597,0.193544530410792
