"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Derventa","Kulina",1645,0,67,1561,8,9,0,0.0407294832826748,0.948936170212766,0.00486322188449848,0.00547112462006079,0.0291207137672821,0.0978076699217486,0.190506321745332
"Derventa","Kuljenovci",575,3,40,504,16,12,0.00521739130434783,0.0695652173913043,0.876521739130435,0.0278260869565217,0.0208695652173913,0.0101789728973783,0.225633270321361,0.402304410290129
"Derventa","Lupljanica",1305,2,451,833,7,12,0.00153256704980843,0.345593869731801,0.638314176245211,0.0053639846743295,0.00919540229885057,0.0231018428366585,0.473004213091411,0.90256357424846
"Derventa","Mišinci",2785,0,870,1879,18,18,0,0.312387791741472,0.674685816876122,0.00646319569120287,0.00646319569120287,0.049301633946432,0.447129370280001,0.861070990126637
"Derventa","Miškovci",782,7,719,46,7,3,0.00895140664961637,0.919437340153453,0.0588235294117647,0.00895140664961637,0.00383631713554987,0.0138434031404344,0.150999797227909,0.28614000983765
"Derventa","Modran",1407,0,15,1369,1,22,0,0.0106609808102345,0.972992181947406,0.000710732054015636,0.015636105188344,0.0249075041158456,0.0529275644318767,0.103689152941643
"Derventa","Novi Lužani",561,0,197,313,26,25,0,0.351158645276292,0.557932263814617,0.0463458110516934,0.0445632798573975,0.00993113703552904,0.561265374728728,0.88626607520485
"Derventa","Osinja",1890,0,1853,3,30,4,0,0.98042328042328,0.00158730158730159,0.0158730158730159,0.00211640211640212,0.0334578413496433,0.0385112398869013,0.0762906600225826
"Derventa","Pojezna",1277,1,1261,4,6,5,0.000783085356303837,0.987470634299139,0.00313234142521535,0.00469851213782302,0.00391542678151919,0.02260617111296,0.0248539150281867,0.0490599960752885
"Derventa","Polje",1124,5,307,750,45,17,0.00444839857651246,0.273131672597865,0.667259786476868,0.0400355871886121,0.0151245551601423,0.0198976791941794,0.478312078114512,0.816626020521595
"Derventa","Potočani",1148,530,246,172,133,67,0.461672473867596,0.214285714285714,0.149825783972125,0.115853658536585,0.0583623693379791,0.0203225406716352,0.701664157632119,0.739910396417447
"Derventa","Trstenci",894,0,861,6,13,14,0,0.963087248322148,0.00671140939597315,0.0145413870246085,0.0156599552572707,0.0158260900352281,0.0719612229679344,0.138929825634488
"Derventa","Ukrina",3888,1244,1003,994,498,149,0.319958847736626,0.257973251028807,0.255658436213992,0.128086419753086,0.0383230452674897,0.0688275593478376,0.747840114777558,0.733474069009228
"Derventa","Velika Sočanica",1489,1,1465,10,5,8,0.000671591672263264,0.983881799865682,0.00671591672263264,0.00335795836131632,0.00537273337810611,0.0263591141638195,0.0318909071719584,0.0627519815402373
"Derventa","Višnjik Donji",558,0,22,526,1,9,0,0.039426523297491,0.942652329749104,0.0017921146953405,0.0161290322580645,0.00987802935084707,0.109588777122596,0.210844327967695
"Derventa","Višnjik Gornji",464,0,283,171,3,7,0,0.609913793103448,0.368534482758621,0.00646551724137931,0.0150862068965517,0.00821398856414523,0.491918103448276,0.924559675980975
"Derventa","Zelenike",2352,39,133,2106,53,21,0.0165816326530612,0.056547619047619,0.895408163265306,0.0225340136054422,0.00892857142857143,0.0416364247906672,0.19418413623953,0.350878650497926
"Derventa","Žeravac",802,1,132,634,17,18,0.00124688279301746,0.164588528678304,0.790523690773067,0.0211970074812968,0.0224438902743142,0.0141974543716476,0.347028314500532,0.61788838269312
"Doboj","Alibegovci",1440,136,4,1251,32,17,0.0944444444444444,0.00277777777777778,0.86875,0.0222222222222222,0.0118055555555556,0.014042067694468,0.235712770061728,0.431053867669753
"Doboj","Bare",1187,116,732,130,153,56,0.0977253580454928,0.616680707666386,0.109519797809604,0.128896377422072,0.0471777590564448,0.0115749544120372,0.579320056012588,0.726663297043582
"Doboj","Brestovo",1695,0,1616,3,19,57,0,0.953392330383481,0.00176991150442478,0.0112094395280236,0.0336283185840708,0.0165286838486967,0.0897834164338982,0.174338277630197
"Doboj","Bukovac",863,0,32,802,0,29,0,0.0370799536500579,0.929316338354577,0,0.033603707995365,0.00841548918078187,0.133867011113513,0.253838617418399
"Doboj","Bušletić",1065,208,807,3,16,31,0.195305164319249,0.757746478873239,0.0028169014084507,0.0150234741784038,0.0291079812206573,0.010385279232367,0.386595252264762,0.683377060529325
"Doboj","Centar",10773,3370,3702,1241,2021,439,0.312819084748909,0.343636869952659,0.11519539589715,0.187598626195117,0.0407500232061636,0.105052218939239,0.733934133648494,0.746709568163714
"Doboj","Cerovica",1701,1,1682,6,6,6,0.000587889476778366,0.988830099941211,0.00352733686067019,0.00352733686067019,0.00352733686067019,0.0165871924640903,0.0221773615202315,0.0438372016787866
"Doboj","Cvrtkovci",897,0,888,2,0,7,0,0.989966555183946,0.00222965440356745,0,0.00780379041248606,0.0087470380013457,0.0199003491136689,0.0395939961133036
"Doboj","Doboj Novi",749,357,237,7,39,109,0.476635514018692,0.316421895861148,0.00934579439252336,0.0520694259012016,0.145527369826435,0.00730382548830315,0.648718986240666,0.832372938255569
"Doboj","Donji Grad",4880,1528,1815,530,831,176,0.313114754098361,0.371926229508197,0.108606557377049,0.170286885245902,0.0360655737704918,0.0475870071868083,0.721536297366299,0.760206222726241
"Doboj","Dragalovci",2082,3,866,1010,137,66,0.00144092219020173,0.415946205571566,0.485110470701249,0.0658021133525456,0.031700288184438,0.020302489541585,0.586319682637234,0.90895228116289
"Doboj","Foča",2147,0,95,1995,5,52,0,0.0442477876106195,0.929203539823009,0.00232883092687471,0.024219841639497,0.0209363328750158,0.134030890689427,0.254304255706006
"Doboj","Grabovica",798,0,777,5,9,7,0,0.973684210526316,0.006265664160401,0.0112781954887218,0.0087719298245614,0.00778164584735102,0.0516956551780452,0.10076007853693
"Doboj","Grapska",2791,2260,499,1,16,15,0.809745610892153,0.178788964528843,0.000358294518093873,0.00573271228950197,0.0053744177714081,0.0272162575939307,0.31228467507206,0.604237842178108
"Doboj","Jelanska",1014,0,993,1,4,16,0,0.979289940828402,0.000986193293885602,0.00394477317554241,0.0157790927021696,0.00988795600152122,0.0407256982131812,0.0804906052379073
"Doboj","Johovac",1487,5,71,1339,50,22,0.00336247478143914,0.0477471418964358,0.900470746469402,0.0336247478143914,0.0147948890383322,0.014500385181718,0.185511826549667,0.336774057106145
"Doboj","Kladari",673,37,531,29,22,54,0.0549777117384844,0.789004457652303,0.0430906389301634,0.0326894502228826,0.0802377414561664,0.00656271635998401,0.365085918543524,0.571755974584932
"Doboj","Klokotnica",3989,3927,18,2,22,20,0.98445725745801,0.00451240912509401,0.000501378791677112,0.00551516670844823,0.00501378791677112,0.0388984778008562,0.0307677398883531,0.0605565046722325
"Doboj","Komarica",1020,4,6,964,3,43,0.00392156862745098,0.00588235294117647,0.945098039215686,0.00294117647058824,0.042156862745098,0.00994646461691484,0.104953863898501,0.203198475699392
"Doboj","Kostajnica",1342,47,1228,9,35,23,0.0350223546944858,0.9150521609538,0.00670640834575261,0.026080476900149,0.0171385991058122,0.0130864269763723,0.160434078637885,0.293231979345547
"Doboj","Kotorsko",3295,3110,15,57,69,44,0.943854324734446,0.00455235204855842,0.017298937784522,0.0209408194233687,0.0133535660091047,0.0321309812869945,0.108202200879154,0.203751876950757
"Doboj","Kožuhe",1471,5,1404,17,32,13,0.00339904826648538,0.954452753229096,0.0115567641060503,0.0217539089055065,0.008837525492862,0.014344362207335,0.0883234951181718,0.168706050334001
"Doboj","Lipac",1018,2,961,12,33,10,0.00196463654223969,0.944007858546169,0.0117878192534381,0.0324165029469548,0.00982318271119843,0.00992696174511697,0.107559025941694,0.204603692563656
"Doboj","Ljeskove Vode",821,0,804,3,5,9,0,0.979293544457978,0.00365408038976857,0.00609013398294762,0.0109622411693057,0.00800592887302655,0.040813541016051,0.0801073589532021
"Doboj","Lukavica Rijeka",983,981,0,0,0,2,0.997965412004069,0,0,0,0.00203458799593082,0.0095856614886542,0.00406089689523537,0.0081217937904704
"Doboj","Majevac",456,2,441,8,4,1,0.0043859649122807,0.967105263157895,0.0175438596491228,0.0087719298245614,0.00219298245614035,0.00444665476991487,0.0642986303477994,0.124675254329268
"Doboj","Makljenovac",2164,1135,93,753,120,63,0.52449168207024,0.0429759704251386,0.347966728280961,0.055452865064695,0.0291127541589649,0.0211021072852978,0.598058124715988,0.861007946606382
"Doboj","Mala Brijesnica",1530,1514,2,0,10,4,0.989542483660131,0.00130718954248366,0,0.0065359477124183,0.00261437908496732,0.0149196969253723,0.0207544106967404,0.0411636147987324
"Doboj","Mala Bukovica",1120,311,588,58,81,82,0.277678571428571,0.525,0.0517857142857143,0.0723214285714286,0.0732142857142857,0.0109216082068085,0.633997130102041,0.795918526785714
"Doboj","Matuzići",1783,1698,18,10,39,18,0.952327537857543,0.0100953449242849,0.00560852495793606,0.0218732473359506,0.0100953449242849,0.0173868102078031,0.0923585341586851,0.175746022453319
"Doboj","Miljkovac",2300,1594,43,492,83,88,0.69304347826087,0.018695652173913,0.213913043478261,0.0360869565217391,0.0382608695652174,0.0224283025675531,0.470816257088847,0.745642397304183
"Doboj","Mravići",1476,1347,1,87,20,21,0.91260162601626,0.000677506775067751,0.0589430894308943,0.013550135501355,0.0142276422764228,0.0143931193868297,0.163297493408538,0.305758552330715
"Doboj","Opsine",351,0,334,1,2,14,0,0.951566951566952,0.00284900284900285,0.0056980056980057,0.0398860398860399,0.00342275400052658,0.0928888564216199,0.181691831921944
"Doboj","Orašje",2155,1435,301,112,241,66,0.665893271461717,0.139675174013921,0.0519721577726218,0.111832946635731,0.0306264501160093,0.0210143443622073,0.520931304202712,0.71803877084732
"Doboj","Osječani",2080,6,1947,12,58,57,0.00288461538461538,0.936057692307692,0.00576923076923077,0.0278846153846154,0.0274038461538462,0.0202829866697871,0.12222586908284,0.230216625298703
"Doboj","Ostružnja Donja",1130,2,1090,3,17,18,0.00176991150442478,0.964601769911504,0.00265486725663717,0.0150442477876106,0.015929203539823,0.0110191225657978,0.0690531756598012,0.133677178620512
"Doboj","Ostružnja Gornja",495,0,491,1,2,1,0,0.991919191919192,0.00202020202020202,0.00404040404040404,0.00202020202020202,0.00482696076997338,0.0160718294051628,0.0319005667325228
"Doboj","Paležnica Donja",573,1,539,1,4,28,0.00174520069808028,0.94066317626527,0.00174520069808028,0.00698080279232112,0.0488656195462478,0.0055875727700904,0.112710116986316,0.21931864123202
"Doboj","Paležnica Gornja",342,0,341,0,0,1,0,0.997076023391813,0,0,0.00292397660818713,0.00333499107743615,0.00583085393796368,0.0116617078759276
"Doboj","Podnovlje",2540,1,2373,112,30,24,0.000393700787401575,0.934251968503937,0.0440944881889764,0.0118110236220472,0.0094488188976378,0.0247686471832977,0.125,0.237886696482054
"Doboj","Poljice",2729,2322,255,13,61,78,0.85086112128985,0.0934408208134848,0.0047636496885306,0.0223525100769513,0.0285818981311836,0.0266116685681967,0.265964913317205,0.468764960061335
"Doboj","Potočani",897,855,31,0,8,3,0.953177257525084,0.0345596432552954,0,0.00891861761426979,0.00334448160535117,0.0087470380013457,0.090168019497669,0.175134917002895
"Doboj","Pridjel Donji",987,4,939,9,25,10,0.00405268490374873,0.951367781155015,0.00911854103343465,0.0253292806484296,0.0101317122593718,0.00962466723224995,0.0940555488832021,0.179370935498073
"Doboj","Pridjel Gornji",1247,1217,1,0,16,13,0.975942261427426,0.000801924619085806,0,0.0128307939053729,0.0104250200481155,0.0121600405659733,0.0472627489615817,0.0927392822836725
"Doboj","Prnjavor Mali",793,0,742,22,26,3,0,0.935687263556116,0.0277427490542245,0.0327868852459016,0.00378310214375788,0.00773288866785634,0.122630392987824,0.232435143919146
"Doboj","Radnja Donja",572,0,557,0,11,4,0,0.973776223776224,0,0.0192307692307692,0.00699300699300699,0.00557782133419146,0.0513411413761065,0.101110831073177
"Doboj","Ritešić",584,0,422,148,12,2,0,0.722602739726027,0.253424657534247,0.0205479452054795,0.00342465753424658,0.00569483856497869,0.413187277162695,0.772870465815119
"Doboj","Sjenina",1950,1853,37,0,40,20,0.95025641025641,0.018974358974359,0,0.0205128205128205,0.0102564102564103,0.0190153000029254,0.096126758711374,0.18314912658676
"Doboj","Sjenina Rijeka",679,612,40,3,10,14,0.901325478645066,0.0589101620029455,0.00441826215022091,0.0147275405007364,0.0206185567010309,0.00662122497537762,0.183480427987966,0.336309698370728
"Doboj","Stanari",1965,2,1734,137,55,37,0.00101781170483461,0.882442748091603,0.0697201017811705,0.0279898218829517,0.0188295165394402,0.0191615715414095,0.215294886985348,0.388699384302306
"Doboj","Stanovi",1073,5,998,26,20,24,0.00465983224603914,0.930102516309413,0.0242311276794035,0.0186393289841566,0.0223671947809879,0.0104632907195585,0.133452731582371,0.247568982877543
"Doboj","Suho Polje",924,527,379,6,10,2,0.57034632034632,0.41017316017316,0.00649350649350649,0.0108225108225108,0.00216450216450216,0.00901032677061697,0.506299076104271,0.956640988834445
"Doboj","Tekućica",736,0,725,0,8,3,0,0.985054347826087,0,0.0108695652173913,0.00407608695652174,0.00717705682161698,0.0295331698960304,0.0585426223339773
"Doboj","Trnjani",887,0,867,13,6,1,0,0.977452085682074,0.0146561443066516,0.00676437429537768,0.00112739571589628,0.00864952364235634,0.044325589849117,0.0872037288325747
"Doboj","Ularice",1147,0,12,1100,15,20,0,0.010462074978204,0.959023539668701,0.013077593722755,0.01743679163034,0.0111848969760797,0.0796893301885288,0.15305183618183
"Doboj","Usora",2821,783,920,502,492,124,0.27756114852889,0.32612548741581,0.177951081176888,0.174406238922368,0.043956043956044,0.0275088006708988,0.752585718017789,0.72127950898949
"Doboj","Velika Brijesnica",1771,1758,1,0,6,6,0.992659514398645,0.000564652738565782,0,0.00338791643139469,0.00338791643139469,0.0172697929770159,0.0146038136856391,0.0290252500173678
"Doboj","Velika Bukovica",1481,12,1360,11,46,52,0.00810263335584065,0.918298446995273,0.00742741390952059,0.0310600945307225,0.0351114112086428,0.0144418765663244,0.154409602432067,0.284563211482872
"Doboj","Zarječa",350,0,341,4,3,2,0,0.974285714285714,0.0114285714285714,0.00857142857142857,0.00571428571428571,0.00341300256462764,0.050530612244898,0.0985730612244897
"Doboj","Čaršija",4933,3565,304,192,588,284,0.722683965132779,0.061625785526049,0.0389215487532941,0.119197243056963,0.0575714575309142,0.0481038332894519,0.454892806666292,0.661968559205798
"Doboj","Čivčije Bukovače",1017,767,219,4,6,21,0.754178957718781,0.215339233038348,0.00393313667649951,0.00589970501474926,0.0206489675516224,0.00991721030921803,0.384366458504345,0.7066904846617
"Doboj","Čivčije Osječanske",538,0,531,5,2,0,0,0.986988847583643,0.00929368029739777,0.00371747211895911,0,0.00524627251362763,0.0257528226530866,0.0510964516047662
"Doboj","Ševarlije",1792,1739,20,0,29,4,0.970424107142857,0.0111607142857143,0,0.0161830357142857,0.00223214285714286,0.0174745731308935,0.0578856176259566,0.112952368600028
"Donji Vakuf","Babin Potok",836,333,492,2,0,9,0.398325358851675,0.588516746411483,0.00239234449760766,0,0.0107655502392345,0.0340612777053455,0.494863327304778,0.952407797440535
"Donji Vakuf","Blagaj",491,90,398,0,2,1,0.183299389002037,0.810590631364562,0,0.00407331975560081,0.00203665987780041,0.020004889178618,0.309323422418191,0.60765399593452
"Donji Vakuf","Brezičani",973,482,426,41,5,19,0.495375128468654,0.437821171634121,0.0421377183967112,0.00513874614594039,0.0195272353545735,0.0396430899608866,0.560732796819364,0.934786712585896
"Donji Vakuf","Dvadesetsedmi",1975,1724,186,7,47,11,0.872911392405063,0.0941772151898734,0.00354430379746835,0.0237974683544304,0.00556962025316456,0.0804677314211212,0.22854645088928,0.421874072209298
"Donji Vakuf","Guvna",583,201,39,337,4,2,0.344768439108062,0.0668953687821612,0.578044596912521,0.00686106346483705,0.00343053173241852,0.023753259452412,0.542465334270894,0.892434790296562
"Donji Vakuf","Komar",887,0,884,0,1,2,0,0.996617812852311,0,0.00112739571589628,0.00225479143179256,0.0361391786179922,0.00674657999997441,0.0134627586654931
"Donji Vakuf","Ljuša",172,0,169,0,3,0,0,0.982558139534884,0,0.0174418604651163,0,0.00700782268578879,0.0342752839372635,0.0685505678745268
"Donji Vakuf","Oborci",1101,860,228,0,2,11,0.7811080835604,0.20708446866485,0,0.00181653042688465,0.00999091734786558,0.0448582138200782,0.346883066422153,0.670631904156271
"Donji Vakuf","Prusac",3014,2069,885,19,15,26,0.686463171864632,0.293629727936297,0.00630391506303915,0.00497677504976775,0.0086264100862641,0.122799869621904,0.442410973959611,0.835154087534764
"Donji Vakuf","Prvi Maj",3610,764,2392,126,270,58,0.211634349030471,0.662603878116343,0.0349030470914127,0.074792243767313,0.0160664819944598,0.147082790091265,0.509096768747938,0.760188334447388
"Donji Vakuf","Rastičevo",568,44,513,0,8,3,0.0774647887323944,0.903169014084507,0,0.0140845070422535,0.00528169014084507,0.023142112125163,0.178058668914898,0.338982753394
"Donji Vakuf","Skakavci",713,359,328,26,0,0,0.503506311360449,0.460028050490884,0.0364656381486676,0,0,0.0290498696219035,0.533525844416162,0.965694560684497
"Donji Vakuf","Slatina",984,116,855,2,5,6,0.117886178861789,0.86890243902439,0.00203252032520325,0.00508130081300813,0.00609756097560976,0.0400912646675359,0.231044269284156,0.445212685135477
"Donji Vakuf","Torlakovac",2308,2116,176,0,5,11,0.91681109185442,0.0762564991334489,0,0.00216637781629116,0.00476603119584055,0.0940352020860495,0.153614959946415,0.301290908679854
"Donji Vakuf","Verem Alija",1916,1614,274,2,20,6,0.842379958246347,0.143006263048017,0.00104384133611691,0.0104384133611691,0.00313152400835073,0.0780638852672751,0.269825358153076,0.517970794025406
"Donji Vakuf","Vlađevići",1044,511,455,61,11,6,0.489463601532567,0.435823754789272,0.0584291187739464,0.010536398467433,0.00574712643678161,0.0425358539765319,0.566925030460504,0.931318776578593
"Donji Vakuf","Šeherdžik",1506,1001,489,0,0,16,0.664674634794157,0.324701195219123,0,0,0.0106241699867198,0.0613591916558018,0.45266389069662,0.877812798336731
"Donji Vakuf","Šesnaesti Septembar",1863,1225,344,59,195,40,0.657541599570585,0.184648416532474,0.0316693505099302,0.104669887278583,0.0214707461084273,0.0759044980443286,0.521124281103121,0.748385634951721
"Fojnica","Bakovići",1224,13,2,656,13,540,0.0106209150326797,0.00163398692810458,0.535947712418301,0.0106209150326797,0.441176470588235,0.0751104565537555,0.517895093767355,0.969151154470503
"Fojnica","Dusina",877,486,0,379,7,5,0.554161915621437,0,0.432155074116306,0.00798175598631699,0.00570125427594071,0.0538168875797742,0.506050350461366,0.972239775326837
"Fojnica","Fojnica",6440,2620,136,2869,332,483,0.406832298136646,0.0211180124223602,0.445496894409938,0.0515527950310559,0.075,0.395189003436426,0.627291337139771,0.865551491140903
"Fojnica","Gojevići",1669,264,9,1372,2,22,0.158178550029958,0.00539245056920312,0.822049131216297,0.0011983223487118,0.0131815458358298,0.102417771232204,0.299010504526736,0.566070008176714
"Fojnica","Ostružnica",2139,1404,7,699,18,11,0.656381486676017,0.00327255726975222,0.326788218793829,0.00841514726507714,0.00514258999532492,0.131259204712813,0.462264833440102,0.880173217794472
"Fojnica","Pločari",612,529,3,72,1,7,0.86437908496732,0.00490196078431373,0.117647058823529,0.00163398692810458,0.011437908496732,0.0375552282768778,0.238850442137639,0.454790934272808
"Fojnica","Pridola",941,934,0,0,0,7,0.992561105207226,0,0,0,0.00743889479277365,0.0577442317133039,0.0147671152740714,0.0295342305481425
"Fojnica","Prokos",1707,1471,0,215,17,4,0.86174575278266,0,0.125951962507323,0.00995899238429994,0.00234329232571763,0.104749631811487,0.241425688153367,0.466551511000933
"Fojnica","Šćitovo",687,303,0,361,17,6,0.441048034934498,0,0.5254730713246,0.024745269286754,0.00873362445414847,0.0421575846833579,0.52866607764493,0.961717223286286
"Foča","Aladža",2400,774,1503,12,24,87,0.3225,0.62625,0.005,0.01,0.03625,0.0592402438723373,0.502365625,0.873740796875
"Foča","Brod",1645,656,977,1,4,7,0.398784194528875,0.593920972644377,0.00060790273556231,0.00243161094224924,0.00425531914893617,0.0406042504874978,0.488204654428544,0.955504497913569
"Foča","Brod na Drini",1581,383,1117,2,22,57,0.24225173940544,0.70651486401012,0.00126502213788741,0.0139152435167615,0.0360531309297913,0.0390245106509022,0.44065577915482,0.76964656397838
"Foča","Centar",3380,1505,1566,15,129,165,0.445266272189349,0.463313609467456,0.00443786982248521,0.0381656804733728,0.0488165680473373,0.0834300101202083,0.583219074962361,0.915499354749691
"Foča","Donje Polje",4067,2317,1580,17,78,75,0.569707401032702,0.388492746496189,0.00417998524711089,0.0191787558396853,0.0184411113843128,0.100387529928665,0.523781491587099,0.930653058483691
"Foča","Dragočava",1050,387,652,1,1,9,0.368571428571429,0.620952380952381,0.000952380952380952,0.000952380952380952,0.00857142857142857,0.0259176066941476,0.478497959183674,0.92801955037253
"Foča","Godijeno",940,447,471,0,5,17,0.475531914893617,0.501063829787234,0,0.00531914893617021,0.0180851063829787,0.0232024288499988,0.522449071978271,0.976851892162623
"Foča","Gornje Polje",3919,1727,1935,23,92,142,0.440673641235009,0.49374840520541,0.00586884409288084,0.0234753763715233,0.0362337330951773,0.0967343815565374,0.56012083423701,0.935491689827582
"Foča","Jabuka",1318,1017,297,0,1,3,0.771623672230653,0.225341426403642,0,0.000758725341426404,0.00227617602427921,0.0325327672598919,0.353812393358217,0.701271666377949
"Foča","Jeleč",1191,1113,66,1,0,11,0.934508816120907,0.0554156171284635,0.000839630562552477,0,0.00923593618807725,0.0293979710216474,0.123536374473821,0.240719303386086
"Foča","Jošanica",918,298,618,0,0,2,0.324618736383442,0.673202614379085,0,0,0.00217864923747277,0.022659393281169,0.441416169469482,0.877119026990997
"Foča","Kozja Luka",1408,1068,332,0,0,8,0.758522727272727,0.235795454545455,0,0,0.00568181818181818,0.0347542764051045,0.369011492768595,0.725828243860349
"Foča","Kratine",706,634,71,0,0,1,0.898016997167139,0.10056657223796,0,0,0.00141643059490085,0.0174265050724459,0.183449831071592,0.365364639629589
"Foča","Meštrevac",208,0,208,0,0,0,0,1,0,0,0,0.0051341544689359,0,0
"Foča","Miljevina",2645,1385,1163,8,46,43,0.523629489603025,0.439697542533081,0.00302457466918715,0.0173913043478261,0.0162570888468809,0.065287685434305,0.531902330251822,0.958027167695801
"Foča","Popov Most",2174,1732,344,2,26,70,0.796688132474701,0.158233670653174,0.000919963201471941,0.0119595216191352,0.0321987120515179,0.0536617875743588,0.339069491498169,0.605064298429697
"Foča","Slatina",559,414,145,0,0,0,0.740608228980322,0.259391771019678,0,0,0,0.0137980401352652,0.384215360293906,0.768430720587812
"Foča","Ustikolina",4800,3345,1385,1,12,57,0.696875,0.288541666666667,0.000208333333333333,0.0025,0.011875,0.118480487744675,0.430961631944444,0.826348163628472
"Foča","Vikoč",434,371,60,0,0,3,0.854838709677419,0.138248847926267,0,0,0.00691244239631336,0.0107126107669143,0.250090254624222,0.490377521220969
"Foča","Zavait",646,106,537,1,2,0,0.164086687306502,0.831269349845201,0.00154798761609907,0.00309597523219814,0,0.0159454989756374,0.282054845728417,0.556451196733648
"Foča","Čelebići",1038,133,898,0,2,5,0.128131021194605,0.865125240847784,0,0.00192678227360308,0.00481695568400771,0.0256214054747859,0.235113843503699,0.461146593287264
"Foča","Čelikovo Polje",632,311,318,1,0,2,0.492088607594937,0.503164556962025,0.00158227848101266,0,0.00316455696202532,0.0155999308863821,0.504661712866528,0.995159738884754
"Foča","Čohodak Mahala",2854,667,2072,9,19,87,0.233707077785564,0.725998598458304,0.00315346881569727,0.0066573230553609,0.0304835318850736,0.0704465233381877,0.417323526797487,0.748912055159067
"Gacko","Avtovac",1818,44,1709,0,4,61,0.0242024202420242,0.94004400440044,0,0.0022002200220022,0.0335533553355336,0.168520578420467,0.114600844022796,0.218586163858791
"Gacko","Bistrica",233,230,2,0,1,0,0.987124463519313,0.00858369098712446,0,0.00429184549356223,0,0.021598071931776,0.025493193833005,0.0505500011581635
"Gacko","Brljevo",561,0,558,1,1,1,0,0.994652406417112,0.0017825311942959,0.0017825311942959,0.0017825311942959,0.0520022246941046,0.0106570581562719,0.0212002730132235
"Gacko","Fojnica",654,106,547,0,0,1,0.162079510703364,0.836391437308868,0,0,0.00152905198776758,0.060622914349277,0.274177257806582,0.545867141027558
"Gacko","Gacko",4912,2396,2322,28,78,88,0.487785016286645,0.47271986970684,0.00570032573289902,0.0158794788273616,0.0179153094462541,0.455320726733408,0.537996092796741,0.961189243387198
"Gacko","Kula",905,904,0,0,0,1,0.998895027624309,0,0,0,0.00110497237569061,0.0838895068594735,0.00220750282347915,0.0044150056469584
"Gacko","Nadinići",782,0,779,0,0,3,0,0.99616368286445,0,0,0.00383631713554987,0.0724879495736003,0.00764319961277082,0.0152863992255414
"Gacko","Stepen",391,98,293,0,0,0,0.250639386189258,0.749360613810742,0,0,0,0.0362439747868002,0.37563856855986,0.75127713711972
"Gacko","Vrba",532,80,451,0,0,1,0.150375939849624,0.847744360902256,0,0,0.0018796992481203,0.0493140526510938,0.258713042003505,0.51455058727717
"Glamoč","Dubrave",584,99,473,10,0,2,0.169520547945205,0.809931506849315,0.0171232876712329,0,0.00342465753424658,0.0463749702215517,0.314968802777256,0.595393565705355
"Glamoč","Glamoč",8656,1796,6560,141,106,53,0.207486136783734,0.757855822550832,0.0162892791127542,0.0122458410351201,0.00612292051756007,0.687365996982451,0.382151263876029,0.694555699687601
"Glamoč","Odžak",1568,87,1462,1,7,11,0.055484693877551,0.932397959183674,0.000637755102040816,0.00446428571428571,0.00701530612244898,0.124513618677043,0.127485943356935,0.246991072474452
"Glamoč","Rore",488,0,485,0,2,1,0,0.993852459016393,0,0.0040983606557377,0.00204918032786885,0.0387516874454062,0.0122362940069874,0.024372428198836
"Glamoč","Sloga",477,0,474,0,1,2,0,0.993710691823899,0,0.00209643605870021,0.00419287211740042,0.0378781862939728,0.0125170857341262,0.0249293538115855
"Glamoč","Staro Selo",820,275,497,32,2,14,0.335365853658537,0.60609756097561,0.0390243902439024,0.0024390243902439,0.0170731707317073,0.065115540379576,0.518355145746579,0.884836929237823
"Goražde","Berić",1344,1145,194,0,0,5,0.851934523809524,0.144345238095238,0,0,0.0037202380952381,0.0357703670188699,0.253358179209184,0.501226506111187
"Goražde","Bogušići",874,872,0,2,0,0,0.997711670480549,0,0.0022883295194508,0,0,0.0232613845048306,0.00456618613492243,0.00913237226984487
"Goražde","Faočići",749,729,17,0,1,2,0.973297730307076,0.0226969292389853,0,0.00133511348464619,0.00267022696929239,0.0199345274532244,0.0521674649421303,0.103230543113511
"Goražde","Glamoč",442,21,419,0,0,2,0.0475113122171946,0.947963800904977,0,0,0.00452488687782805,0.0117637665344795,0.0990868327839316,0.195728108783317
"Goražde","Goražde 1",5852,5171,543,4,74,60,0.88362952836637,0.0927887901572112,0.000683526999316473,0.0126452494873548,0.0102529049897471,0.155750139727996,0.210323605415702,0.395741836749368
"Goražde","Goražde 2",3312,1283,1671,29,237,92,0.38737922705314,0.504528985507246,0.008756038647343,0.0715579710144928,0.0277777777777778,0.088148404439358,0.589419020863964,0.894534798756993
"Goražde","Goražde 3",5861,3284,2085,17,261,214,0.560313939600751,0.355741341068077,0.00290052891997953,0.0445316498890974,0.0365125405220952,0.155989673435712,0.556171740818934,0.891039940023937
"Goražde","Goražde 4",4128,2172,1777,13,113,53,0.526162790697674,0.43047480620155,0.00314922480620155,0.0273740310077519,0.0128391472868217,0.109866127272243,0.536920060017427,0.950479501286269
"Goražde","Hubjeri",713,695,3,0,5,10,0.974754558204769,0.00420757363253857,0,0.00701262272089762,0.0140252454417952,0.0189763926223618,0.049589963196025,0.096989106848504
"Goražde","Ilovača",1083,882,194,1,2,4,0.814404432132964,0.179132040627886,0.000923361034164358,0.00184672206832872,0.00369344413665743,0.0288238894951162,0.304639228435086,0.597820819023691
